,branch,quartet_type,t1,t2,m_gts,n_gts,mu3,mu2,mu1,mua,mub,muc,mud,l_theory,l_simplified,l_empirical,gene_type
1887,terminal C,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.04823880439218638,0.05611486889865038,0.0468225576637442,non-matching
1888,terminal D,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.07073141902020388,0.08162105175205756,0.0693134772509614,matching
1889,terminal D,balanced,1.23280138935,0.03272095185,8061,1939,0.00010676302832804399,0.000165833512126524,0.000156590171537976,9.875189155718701e-05,9.694848102320699e-05,8.366501922114599e-05,0.000127043643203631,0.06530637601185035,0.07318244051831437,0.06450304728210417,non-matching
1890,internal,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.01702215616354665,0.011271926230444233,0.016920943449793672,matching
1891,internal,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.017127540142731535,0.011156853844692,0.016501383853888454,non-matching
1892,terminal A,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.04762325092864764,0.046879697663250036,0.047077858244841814,matching
1893,terminal A,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.05556897374383517,0.05305007196977529,0.056768694075412414,non-matching
1894,terminal B,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.060282260018719835,0.05953870675332225,0.06115582205502063,matching
1895,terminal B,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.06822798283390737,0.0657090810598475,0.06807708562608013,non-matching
1896,terminal C,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.07449158710619364,0.06951976417137933,0.07621434166712518,matching
1897,terminal C,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.059150746241754294,0.058839785325114365,0.05969266764179105,non-matching
1898,terminal D,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.11513417598863743,0.101675812118543,0.11451076205777165,matching
1899,terminal D,unbalanced,0.047865731450000004,0.8271765865499999,3635,6365,0.00010439633667520801,5.578426922346e-05,0.000185999421477816,0.000186549657670602,0.000242814036734028,0.00023499204318153,0.000211330865692746,0.1144020972330741,0.10119893712011596,0.11475393286881382,non-matching
1900,internal,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.08468906428769335,0.05226993670634696,0.08435726456037902,matching
1901,internal,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.0368358221596368,0.0368358221596368,0.0356194435930736,non-matching
1902,terminal A,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.08448373924127808,0.09402595384995863,0.0845514997454826,matching
1903,terminal A,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.10352357726717296,0.11759133047151855,0.0997647385930736,non-matching
1904,terminal B,balanced,0.65422761165,1.2976299528000002,9076,924,0.000184179110798184,0.000178539041205528,0.000289687259830776,0.000152559533932488,0.00021377110750430399,0.000344240134021296,0.00019186351980364798,0.100959108353359,0.11050132296203953,0.100587051929264,matching
