Bees,Birds,Mammals,Fungi,Plants,Eudicots,Bacterial (core),Bacterial (non-ribosomal),Bacterial (WoL)
,,,,,,,,6.00586688
,,,,,,,,9.314308941
,,,,,,,,1.66621603
,,,,,,,,13.87285486
,,,,,,,,68.32530058
,,,,,,,,65.07642096
,,,,,,,,14.14585778
,,,,,,,,19.5168676
,,,,,,,,1.432512903
,,,,,,,,9.197793862
,,,,,,,,0.645055021
,,,,,,,,0.384513734
,,,,,,,,4.258267015
,,,,,,,,6.085457423
,,,,,,,,1.325458068
,,,,,,,,3.161374817
,,,,,,,,0.226651453
,,,,,,,,0.530433186
,,,,,,,,3.663969963
,,,,,,,,4.20549708
,,,,,,,,0.596636325
,,,,,,,,0.622783041
,,,,,,,,4.740504168
,,,,,,,,4.277580432
,,,,,,,,0.787818477
,,,,,,,,4.143006909
,,,,,,,,1.407860691
,,,,,,,,6.888749877
,,,,,,,,0.967053377
,,,,,,,,0.523723094
,,,,,,,,1.116770569
,,,,,,,,1.225959262
,,,,,,,,4.251774155
,,,,,,,,4.5383392
,,,,,,,,0.621587448
,,,,,,,,13.73452169
,,,,,,,,0.685365298
,,,,,,,,4.806131423
,,,,,,,,1.365036199
,,,,,,,,1.517769365
,,,,,,,,0.628906786
,,,,,,,,1.290546965
,,,,,,,,1.351205122
,,,,,,,,4.045361801
,,,,,,,,2.784281576
,,,,,,,,13.41978288
,,,,,,,,9.806233354
,,,,,,,,3.340224752
,,,,,,,,1.235974257
,,,,,,,,3.962396069
,,,,,,,,4.311929185
,,,,,,,,5.470255506
,,,,,,,,0.439620691
,,,,,,,,0.235583521
,,,,,,,,3.562082149
,,,,,,,,0.559294666
,,,,,,,,4.583603864
,,,,,,,,1.292198481
,,,,,,,,3.737531754
,,,,,,,,1.017473177
,,,,,,,,0.92490329
,,,,,,,,3.260661785
,,,,,,,,6.461804386
,,,,,,,,4.874631462
,,,,,,,,2.427519364
,,,,,,,,2.329467445
,,,,,,,,8.801482615
,,,,,,,,0.372183253
,,,,,,,,9.662826778
,,,,,,,,0.369018654
,,,,,,,,7.232257593
,,,,,,,,0.4404051
,,,,,,,,7.097246126
,,,,,,,,0.324134829
,,,,,,,,0.130449071
,,,,,,,,7.150841846
,,,,,,,,4.869869817
,,,,,,,,0.47387513
,,,,,,,,0.501302298
,,,,,,,,4.566309157
,,,,,,,,1.583094011
,,,,,,,,0.866350161
,,,,,,,,5.670903487
,,,,,,,,1.371442848
,,,,,,,,1.388266192
,,,,,,,,2.490054779
,,,,,,,,0.09524565
,,,,,,,,10.24338968
,,,,,,,,4.357215533
,,,,,,,,1.187291135
,,,,,,,,4.764707548
,,,,,,,,2.2237908
,,,,,,,,2.740193852
,,,,,,,,4.777604076
,,,,,,,,1.898004078
,,,,,,,,4.474235703
,,,,,,,,4.051964367
,,,,,,,,4.47125275
,,,,,,,,9.227068637
,,,,,,,,7.575418228
,,,,,,,,4.209304054
,,,,,,,,7.400958362
,,,,,,,,8.413806878
,,,,,,,,17.92591056
,,,,,,,,1.698712566
,,,,,,,,8.225903127
,,,,,,,,4.277073185
,,,,,,,,2.491123945
,,,,,,,,1.952803426
,,,,,,,,29.40986565
,,,,,,,,8.047219079
,,,,,,,,0.546454173
,,,,,,,,5.532913253
,,,,,,,,0.905867426
,,,,,,,,3.775677764
,,,,,,,,0.434595419
,,,,,,,,0.579452242
,,,,,,,,3.657066978
,,,,,,,,4.135945838
,,,,,,,,2.286556538
,,,,,,,,1.500222284
,,,,,,,,0.542630982
,,,,,,,,6.026815871
,,,,,,,,1.250776938
,,,,,,,,4.600480827
,,,,,,,,1.952804402
,,,,,,,,5.776580855
,,,,,,,,5.126308278
,,,,,,,,15.95154609
,,,,,,,,9.783206847
,,,,,,,,52.95760706
,,,,,,,,7.85670261
,,,,,,,,3.48804976
,,,,,,,,0.746343066
,,,,,,,,3.432152475
,,,,,,,,0.931279263
,,,,,,,,1.20714066
,,,,,,,,4.431249598
,,,,,,,,3.95635091
,,,,,,,,4.094753428
,,,,,,,,4.79696886
,,,,,,,,1.07651959
,,,,,,,,0.28419408
,,,,,,,,3.119351425
,,,,,,,,6.31834812
,,,,,,,,0.249885822
,,,,,,,,0.104302399
,,,,,,,,5.288743576
,,,,,,,,0.306673462
,,,,,,,,3.945411818
,,,,,,,,0.516448614
,,,,,,,,3.072818095
,,,,,,,,4.506477336
,,,,,,,,8.396808309
,,,,,,,,15.86683802
,,,,,,,,6.695429948
,,,,,,,,11.44531573
,,,,,,,,3.696448383
,,,,,,,,16.13473722
,,,,,,,,2.861015493
,,,,,,,,0.61587905
,,,,,,,,4.980926202
,,,,,,,,0.952054171
,,,,,,,,3.739394868
,,,,,,,,1.506855827
,,,,,,,,3.028904277
,,,,,,,,4.235481517
,,,,,,,,3.000456676
,,,,,,,,3.206042859
,,,,,,,,0.722146692
,,,,,,,,1.154466281
,,,,,,,,2.041822683
,,,,,,,,1.607854513
,,,,,,,,2.234133538
,,,,,,,,2.871780427
,,,,,,,,0.293593841
,,,,,,,,0.002509555
,,,,,,,,6.645905437
,,,,,,,,0.22506817
,,,,,,,,3.277863274
,,,,,,,,5.446941467
,,,,,,,,7.424623142
,,,,,,,,11.29969102
,,,,,,,,3.11428525
,,,,,,,,0.90311975
,,,,,,,,3.478622415
,,,,,,,,7.80952855
,,,,,,,,16.80739544
,,,,,,,,3.32082346
,,,,,,,,5.076220566
,,,,,,,,0.678948719
,,,,,,,,4.559307131
,,,,,,,,2.258239434
,,,,,,,,3.258732495
,,,,,,,,4.535760935
,,,,,,,,4.032789169
,,,,,,,,7.468660915
,,,,,,,,1.660674489
,,,,,,,,12.44492204
,,,,,,,,2.276464823
,,,,,,,,1.358726887
,,,,,,,,1.399717701
,,,,,,,,34.1383095
,,,,,,,,1.806164501
,,,,,,,,9.821756281
,,,,,,,,7.963217215
,,,,,,,,2.912012319
,,,,,,,,37.40315908
,,,,,,,,1166.992994
,,,,,,,,201.7167006
,,,,,,,,14.03905149
,,,,,,,,35.64103724
,,,,,,,,4.076035595
,,,,,,,,19.61833032
,,,,,,,,9.056707182
,,,,,,,,2.738406205
,,,,,,,,3.839030866
,,,,,,,,0.157930897
,,,,,,,,0.967238202
,,,,,,,,4.97018728
,,,,,,,,1.357974908
,,,,,,,,0.915369401
,,,,,,,,2.599527653
,,,,,,,,4.338435334
,,,,,,,,3.329953701
,,,,,,,,4.093321641
,,,,,,,,1.137215411
,,,,,,,,56.72449527
,,,,,,,,2.184194797
,,,,,,,,2.27310899
,,,,,,,,138.4665409
,,,,,,,,126842.1743
,,,,,,,,449188
,,,,,,,,112.154237
,,,,,,,,932.8719592
,,,,,,,,7.435276853
,,,,,,,,22.60211864
,,,,,,,,5.899539771
,,,,,,,,98.0666166
,,,,,,,,5.223113306
,,,,,,,,3.183813498
,,,,,,,,14.10560256
,,,,,,,,9.189693234
,,,,,,,,3.147453493
,,,,,,,,4.964049073
,,,,,,,,1.224666276
,,,,,,,,4.76412012
,,,,,,,,0.740099071
,,,,,,,,0.373125272
,,,,,,,,3.230211195
,,,,,,,,0.940214997
,,,,,,,,3.191999556
,,,,,,,,4.233578334
,,,,,,,,5.836713001
,,,,,,,,5.282043972
,,,,,,,,3.209643517
,,,,,,,,1.232064784
,,,,,,,,3.40330243
,,,,,,,,0.87046809
,,,,,,,,3.27589926
,,,,,,,,4.159187204
,,,,,,,,52.10790801
,,,,,,,,14.63443815
,,,,,,,,2.624022745
,,,,,,,,2.589470588
,,,,,,,,45.40709001
,,,,,,,,10.24763304
,,,,,,,,31.36519713
,,,,,,,,7.961744682
,,,,,,,,3.489261638
,,,,,,,,0.703408957
,,,,,,,,0.234970418
,,,,,,,,3.95304281
,,,,,,,,3.469119058
,,,,,,,,26.42268517
,,,,,,,,37.00104734
,,,,,,,,4.604898593
,,,,,,,,16.4911534
,,,,,,,,6.947508138
,,,,,,,,2.9381232
,,,,,,,,4.223680884
,,,,,,,,3.673740501
,,,,,,,,1.52136619
,,,,,,,,4.073238836
,,,,,,,,1.231594345
,,,,,,,,4.45298394
,,,,,,,,6.351944325
,,,,,,,,1.63463472
,,,,,,,,4.425351861
,,,,,,,,2.382485886
,,,,,,,,27.04954281
,,,,,,,,0.001031898
,,,,,,,,0.241095795
,,,,,,,,4.121060126
,,,,,,,,1.085548843
,,,,,,,,3.025316341
,,,,,,,,0.135862151
,,,,,,,,3.912494452
,,,,,,,,20.79979064
,,,,,,,,14.54615307
,,,,,,,,3.975037095
,,,,,,,,3.714806536
,,,,,,,,3.657171944
,,,,,,,,3.418697357
,,,,,,,,1.095234282
,,,,,,,,1.407597022
,,,,,,,,2.154889729
,,,,,,,,5.197081025
,,,,,,,,0.987973921
,,,,,,,,3.303423125
,,,,,,,,5.984520512
,,,,,,,,4.592562719
,,,,,,,,1.387806506
,,,,,,,,2.679021019
,,,,,,,,5.879436024
,,,,,,,,48.27204082
,,,,,,,,2.705588018
,,,,,,,,18.27955789
,,,,,,,,15.28185644
,,,,,,,,5.635172321
,,,,,,,,4.35369245
,,,,,,,,0.059932752
,,,,,,,,0.079385081
,,,,,,,,4.089942526
,,,,,,,,1.414633566
,,,,,,,,3.998331828
,,,,,,,,1.637738013
,,,,,,,,0.983091294
,,,,,,,,2.904790222
,,,,,,,,2.522296612
,,,,,,,,3.101651254
,,,,,,,,3.778444214
,,,,,,,,2.691499282
,,,,,,,,2.34106856
,,,,,,,,2.318514647
,,,,,,,,4.388280424
,,,,,,,,0.681928037
,,,,,,,,3.384685605
,,,,,,,,3.120226183
,,,,,,,,0.391682406
,,,,,,,,0.797157603
,,,,,,,,4.319814727
,,,,,,,,7.013503945
,,,,,,,,3.792960608
,,,,,,,,0.139466399
,,,,,,,,0.037253221
,,,,,,,,3.371984411
,,,,,,,,1.231289728
,,,,,,,,4.323571753
,,,,,,,,2.272004759
,,,,,,,,1.298068507
,,,,,,,,1.59780131
,,,,,,,,4.966901507
,,,,,,,,3.946148989
,,,,,,,,6.519614329
,,,,,,,,8.761211768
,,,,,,,,1.426999832
,,,,,,,,0.876025024
,,,,,,,,4.946148465
,,,,,,,,5.878088764
,,,,,,,,2.835252797
,,,,,,,,3.592702288
,,,,,,,,2.355807857
,,,,,,,,2.215280933
,,,,,,,,0.679502864
,,,,,,,,1.290119762
,,,,,,,,1.356005661
,,,,,,,,4.606549031
,,,,,,,,4.418960074
,,,,,,,,0.996437779
,,,,,,,,1.521573081
,,,,,,,,4.247944386
,,,,,,,,1.768754016
,,,,,,,,1.310297343
,,,,,,,,1.060704593
,,,,,,,,14.35200337
,,,,,,,,14.57020326
,,,,,,,,3.326305032
,,,,,,,,2.187462911
,,,,,,,,0.63762821
,,,,,,,,0.006127512
,,,,,,,,0.556482757
,,,,,,,,8.398920787
,,,,,,,,1.287320924
,,,,,,,,3.271935207
,,,,,,,,0.726931941
,,,,,,,,3.912158349
,,,,,,,,0.860586546
,,,,,,,,3.429141735
,,,,,,,,1.88601967
,,,,,,,,7.220349246
,,,,,,,,0.876624468
,,,,,,,,25.04482445
,,,,,,,,1.183301034
,,,,,,,,2.373899154
,,,,,,,,5.118314016
,,,,,,,,2.769972309
,,,,,,,,3.673500497
,,,,,,,,4.027745173
,,,,,,,,6.840689097
,,,,,,,,16.61988837
,,,,,,,,26.38321866
,,,,,,,,227.354157
,,,,,,,,1.380793274
,,,,,,,,77.52221042
,,,,,,,,0.67016188
,,,,,,,,7.550764006
,,,,,,,,1.916832353
,,,,,,,,0.821581584
,,,,,,,,1055.619034
,,,,,,,,0.552123821
,,,,,,,,4.389394938
,,,,,,,,164.9109462
,,,,,,,,3.673603571
,,,,,,,,1.926581922
,,,,,,,,8.117520443
,,,,,,,,0.887219344
,,,,,,,,8.238460437
,,,,,,,,2.767249975
,,,,,,,,42.34500398
,,,,,,,,0.780211099
,,,,,,,,5.989211617
,,,,,,,,3.300569643
,,,,,,,,57.39135595
,,,,,,,,7.611540293
,,,,,,,,18273.9271
,,,,,,,,7.472631674
,,,,,,,,32171.21639
,,,,,,,,0.79968562
,,,,,,,,2.675419414
,,,,,,,,10.35863668
,,,,,,,,88.54546862
,,,,,,,,4.137130113
,,,,,,,,772.6534087
,,,,,,,,772.6534087
,,,,,,,,5.610473656
,,,,,,,,2.52893356
,,,,,,,,0.389202824
,,,,,,,,0.245129709
,,,,,,,,5.942375001
,,,,,,,,0.431227549
,,,,,,,,0.320994186
,,,,,,,,12.60764528
,,,,,,,,6.045219618
,,,,,,,,0.304034873
,,,,,,,,1.772862636
,,,,,,,,0.410907716
,,,,,,,,7.093866765
,,,,,,,,2.070522613
,,,,,,,,0
,,,,,,,,0
,,,,,,,,0.348359228
,,,,,,,,10.83339782
,,,,,,,,0.003789631
,,,,,,,,4.077117199
,,,,,,,,3.434661831
,,,,,,,,0.101800394
,,,,,,,,1.980145348
,,,,,,,,4.594460542
,,,,,,,,1.813955715
,,,,,,,,1.088543075
,,,,,,,,0.467223741
,,,,,,,,1.022293358
,,,,,,,,1.142096701
,,,,,,,,0.757953524
,,,,,,,,1.774679837
,,,,,,,,1.252247739
,,,,,,,,2.024829784
,,,,,,,,1.662945365
,,,,,,,,7.137471771
,,,,,,,,0.015295748
,,,,,,,,9.701114091
,,,,,,,,12.0061052
,,,,,,,,56.31704032
,,,,,,,,362.7959804
,,,,,,,,1.629975683
,,,,,,,,2.518275872
,,,,,,,,0.198342884
,,,,,,,,2.282295818
,,,,,,,,0.183862024
,,,,,,,,2.690216981
,,,,,,,,0.346322835
,,,,,,,,5.181087143
,,,,,,,,1.784351725
,,,,,,,,0.388829048
,,,,,,,,2.095383946
,,,,,,,,0.486757337
,,,,,,,,0.240277302
,,,,,,,,4.627362488
,,,,,,,,0.5763538
,,,,,,,,3.197221689
,,,,,,,,4.532549806
,,,,,,,,3.192883179
,,,,,,,,2.175504999
,,,,,,,,0.967701472
,,,,,,,,0.885890475
,,,,,,,,1.061647416
,,,,,,,,3.962904389
,,,,,,,,1.297815337
,,,,,,,,4.67330165
,,,,,,,,1.587007924
,,,,,,,,3.009762704
,,,,,,,,2.664663182
,,,,,,,,1.635613451
,,,,,,,,2.793108074
,,,,,,,,8.471917597
,,,,,,,,6728.397308
,,,,,,,,0.910811405
,,,,,,,,0.701957176
,,,,,,,,2.132231991
,,,,,,,,2.106644137
,,,,,,,,3.218183014
,,,,,,,,2.105388699
,,,,,,,,1.067631919
,,,,,,,,41.26234946
,,,,,,,,4.354000119
,,,,,,,,3.039389556
,,,,,,,,3.541600349
,,,,,,,,6.372124625
,,,,,,,,5.162061602
,,,,,,,,1.004190542
,,,,,,,,4.50968751
,,,,,,,,2.87830288
,,,,,,,,0.294380536
,,,,,,,,0.503049857
,,,,,,,,1.849981427
,,,,,,,,0.707486491
,,,,,,,,3.952317207
,,,,,,,,0.202675951
,,,,,,,,5.873126993
,,,,,,,,2.812172049
,,,,,,,,2.755025602
,,,,,,,,2.971748092
,,,,,,,,2.814741309
,,,,,,,,1.052750916
,,,,,,,,4.468557406
,,,,,,,,2.380236847
,,,,,,,,0.837302933
,,,,,,,,2.934143406
,,,,,,,,0.505926298
,,,,,,,,0.879010471
,,,,,,,,3.371417372
,,,,,,,,0.853754434
,,,,,,,,3.064556013
,,,,,,,,3.202031694
,,,,,,,,0.042446266
,,,,,,,,0.08016487
,,,,,,,,3.56265727
,,,,,,,,2.537783546
,,,,,,,,2.93213228
,,,,,,,,3.450670884
,,,,,,,,20.49933616
,,,,,,,,56.52163738
,,,,,,,,1.922841592
,,,,,,,,4.194817182
,,,,,,,,1.66205621
,,,,,,,,4.46359378
,,,,,,,,1.669840252
,,,,,,,,5.58148212
,,,,,,,,3.850541553
,,,,,,,,3.091963561
,,,,,,,,1.665867429
,,,,,,,,2.068245027
,,,,,,,,3.996620573
,,,,,,,,0.95679558
,,,,,,,,2.822181083
,,,,,,,,11.12035111
,,,,,,,,1.661208819
,,,,,,,,10.3060517
,,,,,,,,7.951370849
,,,,,,,,6.259913581
,,,,,,,,6.139306326
,,,,,,,,15.9749518
,,,,,,,,74.79039466
,,,,,,,,3.123098715
,,,,,,,,1756.743037
,,,,,,,,17.79408534
,,,,,,,,8.909004513
,,,,,,,,5.567407054
,,,,,,,,4.883031286
,,,,,,,,6.151467516
,,,,,,,,17.63856181
,,,,,,,,510.5804024
,,,,,,,,0.937750475
,,,,,,,,8.907724797
,,,,,,,,3.613723109
,,,,,,,,0.962954143
,,,,,,,,0.325498399
,,,,,,,,2.584376497
,,,,,,,,0.035609883
,,,,,,,,5.869798413
,,,,,,,,0.115026714
,,,,,,,,3.278228484
,,,,,,,,0.666197366
,,,,,,,,3.152550671
,,,,,,,,2.39959037
,,,,,,,,0.742262268
,,,,,,,,0.647487004
,,,,,,,,5.595315502
,,,,,,,,4.422272723
,,,,,,,,1.139121767
,,,,,,,,1.10207318
,,,,,,,,4.89582494
,,,,,,,,3.237476035
,,,,,,,,1.346591017
,,,,,,,,1.425726874
,,,,,,,,2.379220418
,,,,,,,,3.959629165
,,,,,,,,11925.62933
,,,,,,,,13.00966068
,,,,,,,,15.45544093
,,,,,,,,6.912277075
,,,,,,,,3.108038157
,,,,,,,,0.972848205
,,,,,,,,3.588699014
,,,,,,,,0.899651451
,,,,,,,,3.053946865
,,,,,,,,1.702269619
,,,,,,,,1.532502658
,,,,,,,,3.007387889
,,,,,,,,0.966900134
,,,,,,,,3.205299706
,,,,,,,,3.504972473
,,,,,,,,0.88572837
,,,,,,,,1.243326549
,,,,,,,,3.613018133
,,,,,,,,0.239121419
,,,,,,,,3.228549669
,,,,,,,,5.891310793
,,,,,,,,6.514128535
,,,,,,,,2.67963776
,,,,,,,,1.051417069
,,,,,,,,2.994811839
,,,,,,,,3.316374896
,,,,,,,,1.552280098
,,,,,,,,3.739505983
,,,,,,,,3.297333881
,,,,,,,,0.809541199
,,,,,,,,4.085681679
,,,,,,,,2.307597132
,,,,,,,,1.161643443
,,,,,,,,4.604363932
,,,,,,,,0.106237176
,,,,,,,,1.821765803
,,,,,,,,3.990716066
,,,,,,,,3613.134554
,,,,,,,,1.061184506
,,,,,,,,5.169592789
,,,,,,,,13.06717591
,,,,,,,,22.71849003
,,,,,,,,33.25026707
,,,,,,,,3.293876636
,,,,,,,,89.79865402
,,,,,,,,91.6417105
,,,,,,,,4.246029855
,,,,,,,,0.532204579
,,,,,,,,2.846721289
,,,,,,,,2.882657065
,,,,,,,,0.994852909
,,,,,,,,2.799866188
,,,,,,,,0.001084584
,,,,,,,,0.368988304
,,,,,,,,2.639536992
,,,,,,,,1.103597369
,,,,,,,,3.278661035
,,,,,,,,2.77262968
,,,,,,,,0.579862961
,,,,,,,,0.47349568
,,,,,,,,4.559141769
,,,,,,,,0.129467893
,,,,,,,,6.15998582
,,,,,,,,1.156270949
,,,,,,,,5.795530583
,,,,,,,,2.819389713
,,,,,,,,0.90420608
,,,,,,,,4.433137366
,,,,,,,,1.423112493
,,,,,,,,0.581086331
,,,,,,,,4.65964291
,,,,,,,,4.521378206
,,,,,,,,3.361976933
,,,,,,,,1.164433689
,,,,,,,,5.279847799
,,,,,,,,1.08556986
,,,,,,,,6.087431706
,,,,,,,,3.5785502
,,,,,,,,1.371353564
,,,,,,,,8.723592022
,,,,,,,,6.92725105
,,,,,,,,0.695629209
,,,,,,,,4.158251399
,,,,,,,,2.843894216
,,,,,,,,18.92600514
,,,,,,,,3.898217377
,,,,,,,,6.649494129
,,,,,,,,2.608932341
,,,,,,,,0.655234264
,,,,,,,,4.722291861
,,,,,,,,4.731549583
,,,,,,,,1.189967636
,,,,,,,,12.59619453
,,,,,,,,5.176797585
,,,,,,,,4.596738486
,,,,,,,,0.059227119
,,,,,,,,0.078280423
,,,,,,,,4.350994356
,,,,,,,,5.441140853
,,,,,,,,0.653519855
,,,,,,,,0.927160479
,,,,,,,,5.376438249
,,,,,,,,0.227138669
,,,,,,,,2.658278476
,,,,,,,,1.652879133
,,,,,,,,9.348908985
,,,,,,,,0.788424317
,,,,,,,,5.652270125
,,,,,,,,0.439158245
,,,,,,,,0.502499372
,,,,,,,,3.973208397
,,,,,,,,3.531609319
,,,,,,,,9.094196206
,,,,,,,,5.62719071
,,,,,,,,2.769975761
,,,,,,,,4.440974416
,,,,,,,,4.409297757
,,,,,,,,3.5020405
,,,,,,,,4.172682504
,,,,,,,,4.402371983
,,,,,,,,3.606820138
,,,,,,,,0.115539713
,,,,,,,,8.54518807
,,,,,,,,0.09378257
,,,,,,,,2.947618122
,,,,,,,,1.384236881
,,,,,,,,3.550773259
,,,,,,,,3.067445443
,,,,,,,,974.3535823
,,,,,,,,5.240406278
,,,,,,,,3551.801568
,,,,,,,,3.004269588
,,,,,,,,8.976477212
,,,,,,,,1.72703681
,,,,,,,,25.37766298
,,,,,,,,6.172021328
,,,,,,,,1.237542143
,,,,,,,,5.126728716
,,,,,,,,21.04200363
,,,,,,,,2.351016263
,,,,,,,,1.506049408
,,,,,,,,28.3887005
,,,,,,,,5.601340248
,,,,,,,,2.939054211
,,,,,,,,0.538236153
,,,,,,,,3.593395254
,,,,,,,,0.948152389
,,,,,,,,11.38834022
,,,,,,,,0.04216234
,,,,,,,,2.931180247
,,,,,,,,15.65619407
,,,,,,,,1.846181429
,,,,,,,,3.815895153
,,,,,,,,49.94410429
,,,,,,,,82.14749476
,,,,,,,,0.19557793
,,,,,,,,6.26465195
,,,,,,,,1.75473849
,,,,,,,,8.707288335
,,,,,,,,0.833060665
,,,,,,,,3.310640281
,,,,,,,,4.258429159
,,,,,,,,4.033331806
,,,,,,,,9.409253373
,,,,,,,,4.001641994
,,,,,,,,0.683950929
,,,,,,,,0.318610009
,,,,,,,,3.339998316
,,,,,,,,1.316137319
,,,,,,,,4.184841325
,,,,,,,,15.45374444
,,,,,,,,3.574874967
,,,,,,,,3.582869982
,,,,,,,,0.833233092
,,,,,,,,0.962174901
,,,,,,,,3.964035006
,,,,,,,,4.05498668
,,,,,,,,1.429123711
,,,,,,,,3.167366458
,,,,,,,,48.6345998
,,,,,,,,7.866189198
,,,,,,,,5.750582581
,,,,,,,,0.024927624
,,,,,,,,4.011323849
,,,,,,,,0.924501519
,,,,,,,,4.418326322
,,,,,,,,0.424958231
,,,,,,,,0.329574492
,,,,,,,,4.95993969
,,,,,,,,6.028525608
,,,,,,,,0.495454513
,,,,,,,,0.310164061
,,,,,,,,4.710211595
,,,,,,,,4.240433592
,,,,,,,,2.986088165
,,,,,,,,0.114550251
,,,,,,,,0.066978554
,,,,,,,,3.996603543
,,,,,,,,1.905006849
,,,,,,,,1.837549734
,,,,,,,,0.444464368
,,,,,,,,2.939515951
,,,,,,,,0.914390469
,,,,,,,,5.390017094
,,,,,,,,5.13609949
,,,,,,,,0.806535253
,,,,,,,,0.37915116
,,,,,,,,3.483788991
,,,,,,,,1.212493775
,,,,,,,,2.265845917
,,,,,,,,1.464091711
,,,,,,,,1.335018912
,,,,,,,,2.340654642
,,,,,,,,0.271326002
,,,,,,,,3.895499289
,,,,,,,,0.701828103
,,,,,,,,1.146268325
,,,,,,,,1.959592622
,,,,,,,,4.228427539
,,,,,,,,0.616284152
,,,,,,,,0.548040034
,,,,,,,,6.57165207
,,,,,,,,0.291399322
,,,,,,,,0.407941309
,,,,,,,,5.61132786
,,,,,,,,2.866729854
,,,,,,,,4.339466539
,,,,,,,,7.917941839
,,,,,,,,12.42897617
,,,,,,,,13.70689298
,,,,,,,,16.81149789
,,,,,,,,5331.153184
,,,,,,,,10.34635496
,,,,,,,,3014.472311
,,,,,,,,136079
,,,,,,,,4.952508529
,,,,,,,,2867.480577
,,,,,,,,8.992906601
,,,,,,,,1299.720356
,,,,,,,,10.33501742
,,,,,,,,295.6495895
,,,,,,,,96.54279298
,,,,,,,,27572.44819
,,,,,,,,59.9391873
,,,,,,,,76.94391709
,,,,,,,,7750.909232
,,,,,,,,193.8241221
,,,,,,,,15.34171095
,,,,,,,,60.09995064
,,,,,,,,172263
,,,,,,,,23553.95683
,,,,,,,,793.1986704
,,,,,,,,124.0130782
,,,,,,,,336.9960535
,,,,,,,,34.0464779
,,,,,,,,240.3979
,,,,,,,,18.20671732
,,,,,,,,12.13966804
,,,,,,,,1043419.352
,,,,,,,,277.3392954
,,,,,,,,7.719811474
,,,,,,,,1.733591282
,,,,,,,,3.989184877
,,,,,,,,1667.182543
,,,,,,,,135.5868065
,,,,,,,,0.290529789
,,,,,,,,273.6158314
,,,,,,,,14016.3686
,,,,,,,,41.8080264
,,,,,,,,1087.03359
,,,,,,,,75.90100327
,,,,,,,,1812.978999
,,,,,,,,14.73200635
,,,,,,,,19075.15272
,,,,,,,,66.12938245
,,,,,,,,110800.7871
,,,,,,,,8.212954285
,,,,,,,,22.25312623
,,,,,,,,63343.10299
,,,,,,,,18.67563538
,,,,,,,,4045.59342
,,,,,,,,5.116780349
,,,,,,,,3.109446699
,,,,,,,,697.8267571
,,,,,,,,1202.546308
,,,,,,,,2596.407494
,,,,,,,,9727.793696
,,,,,,,,65.95512557
,,,,,,,,6.796765656
,,,,,,,,14031.52408
,,,,,,,,16.81460684
,,,,,,,,55058.37804
,,,,,,,,21.5273578
,,,,,,,,4489.40678
,,,,,,,,4.697486811
,,,,,,,,118.2138352
,,,,,,,,4878.918126
,,,,,,,,312.2340014
,,,,,,,,419.0203513
,,,,,,,,617.3192341
,,,,,,,,42.00207339
,,,,,,,,38.92798766
,,,,,,,,1492.300549
,,,,,,,,1959.106853
,,,,,,,,31398.02853
,,,,,,,,229.2866756
,,,,,,,,30.75137732
,,,,,,,,19.1729206
,,,,,,,,2003.404782
,,,,,,,,3068.071984
,,,,,,,,31896.61843
,,,,,,,,26748.65148
,,,,,,,,55.22584758
,,,,,,,,15.86340664
,,,,,,,,30877.09692
,,,,,,,,12.3848417
,,,,,,,,33971.04447
,,,,,,,,837.3055589
,,,,,,,,7.834361738
,,,,,,,,2.828343213
,,,,,,,,16.77093777
,,,,,,,,5.280972517
,,,,,,,,62.08037744
,,,,,,,,1.559761471
,,,,,,,,3.938192355
,,,,,,,,15.58995358
,,,,,,,,3.523057058
,,,,,,,,0.154175772
,,,,,,,,2.906376607
,,,,,,,,7.474957924
,,,,,,,,62.52939484
,,,,,,,,5.995200636
,,,,,,,,49.95301816
,,,,,,,,12.12344389
,,,,,,,,2.030889834
,,,,,,,,0.565059969
,,,,,,,,0.850600173
,,,,,,,,51.82801066
,,,,,,,,50.63586956
,,,,,,,,1.558536429
,,,,,,,,3.099994532
,,,,,,,,8.294515395
,,,,,,,,7.168300125
,,,,,,,,3.105149736
,,,,,,,,1.01670131
,,,,,,,,5.514476646
,,,,,,,,5.247949551
,,,,,,,,12.1421715
,,,,,,,,3.327423747
,,,,,,,,0.473186768
,,,,,,,,5.430009718
,,,,,,,,1.366875921
,,,,,,,,0.554965032
,,,,,,,,1.648362848
,,,,,,,,2.350438869
,,,,,,,,1.051177392
,,,,,,,,5.44134657
,,,,,,,,3.948713668
,,,,,,,,1.6362437
,,,,,,,,1.522021003
,,,,,,,,110299.0216
,,,,,,,,365.8724687
,,,,,,,,222.5599971
,,,,,,,,4.929675884
,,,,,,,,2.857460283
,,,,,,,,0.802179288
,,,,,,,,3.064866608
,,,,,,,,2822.485743
,,,,,,,,2412.752457
,,,,,,,,3.37254312
,,,,,,,,2.032504632
,,,,,,,,0.570254825
,,,,,,,,2.993338409
,,,,,,,,1.015331717
,,,,,,,,2.769439388
,,,,,,,,4.996324895
,,,,,,,,3.698314391
,,,,,,,,14.29136358
,,,,,,,,725.8376538
,,,,,,,,2.301190112
,,,,,,,,900.4396471
,,,,,,,,81.64809116
,,,,,,,,29.41713346
,,,,,,,,3.149556652
,,,,,,,,7.114839808
,,,,,,,,8.696490685
,,,,,,,,2.205119696
,,,,,,,,1.622241402
,,,,,,,,0.373639947
