,condition,genes_num,Method,replicate,time_s,mem_gb
349,gdl_1e-10_05,1000,CASTLES-DISCO,6,60.589999999999996,0.310584
350,gdl_1e-10_05,1000,CASTLES-DISCO,7,72.81,0.324472
351,gdl_1e-10_05,1000,CASTLES-DISCO,8,67.55,0.31662
352,gdl_1e-10_05,1000,CASTLES-DISCO,9,58.75,0.304568
353,gdl_1e-10_05,1000,CASTLES-DISCO,10,54.08,0.31078
354,gdl_1e-10_05,1000,CASTLES-Pro,1,58.15,0.325508
355,gdl_1e-10_05,1000,CASTLES-Pro,2,62.28,0.29552
356,gdl_1e-10_05,1000,CASTLES-Pro,3,61.35,0.296228
357,gdl_1e-10_05,1000,CASTLES-Pro,4,58.79,0.348048
358,gdl_1e-10_05,1000,CASTLES-Pro,5,71.13,0.305788
359,gdl_1e-10_05,1000,CASTLES-Pro,6,56.17,0.299812
360,gdl_1e-10_05,1000,CASTLES-Pro,7,64.94,0.317076
361,gdl_1e-10_05,1000,CASTLES-Pro,8,64.33,0.30406
362,gdl_1e-10_05,1000,CASTLES-Pro,9,68.0,0.294576
363,gdl_1e-10_05,1000,CASTLES-Pro,10,54.62,0.30052
364,gdl_1e-10_05,1000,ERaBLE-DISCO,1,189.12,0.528612
365,gdl_1e-10_05,1000,ERaBLE-DISCO,2,164.26,0.463724
366,gdl_1e-10_05,1000,ERaBLE-DISCO,3,162.54999999999998,0.479356
367,gdl_1e-10_05,1000,ERaBLE-DISCO,4,188.32,0.589596
368,gdl_1e-10_05,1000,ERaBLE-DISCO,5,154.3,0.4878
369,gdl_1e-10_05,1000,ERaBLE-DISCO,6,147.14000000000001,0.508932
370,gdl_1e-10_05,1000,ERaBLE-DISCO,7,148.15,0.500372
371,gdl_1e-10_05,1000,ERaBLE-DISCO,8,138.09,0.486284
372,gdl_1e-10_05,1000,ERaBLE-DISCO,9,131.62,0.4616
373,gdl_1e-10_05,1000,ERaBLE-DISCO,10,135.23,0.475896
374,gdl_1e-10_05,1000,FastME(AVG)-DISCO,1,118.94,0.51274
375,gdl_1e-10_05,1000,FastME(AVG)-DISCO,2,113.39,0.447668
376,gdl_1e-10_05,1000,FastME(AVG)-DISCO,3,114.35,0.460956
377,gdl_1e-10_05,1000,FastME(AVG)-DISCO,4,130.35,0.575532
378,gdl_1e-10_05,1000,FastME(AVG)-DISCO,5,118.48,0.471516
379,gdl_1e-10_05,1000,FastME(AVG)-DISCO,6,104.86999999999999,0.492132
380,gdl_1e-10_05,1000,FastME(AVG)-DISCO,7,122.0,0.486584
381,gdl_1e-10_05,1000,FastME(AVG)-DISCO,8,104.69,0.470588
382,gdl_1e-10_05,1000,FastME(AVG)-DISCO,9,115.37,0.442728
383,gdl_1e-10_05,1000,FastME(AVG)-DISCO,10,113.78999999999999,0.45906
384,gdl_1e-10_05,1000,CA-DISCO(RAxML),1,113.07,1.71982
385,gdl_1e-10_05,1000,CA-DISCO(RAxML),2,94.87,1.51822
386,gdl_1e-10_05,1000,CA-DISCO(RAxML),3,94.41999999999999,1.36298
387,gdl_1e-10_05,1000,CA-DISCO(RAxML),4,129.82999999999998,2.20786
388,gdl_1e-10_05,1000,CA-DISCO(RAxML),5,99.28999999999999,1.615124
389,gdl_1e-10_05,1000,CA-DISCO(RAxML),6,97.0,1.671128
390,gdl_1e-10_05,1000,CA-DISCO(RAxML),7,108.8,1.716248
391,gdl_1e-10_05,1000,CA-DISCO(RAxML),8,62.3,1.57182
392,gdl_1e-10_05,1000,CA-DISCO(RAxML),9,104.58,1.3035
393,gdl_1e-10_05,1000,CA-DISCO(RAxML),10,105.33,1.564712
394,default,1000,CASTLES-DISCO,1,45.82,0.385592
395,default,1000,CASTLES-DISCO,2,41.239999999999995,0.306284
396,default,1000,CASTLES-DISCO,3,36.86,0.297396
397,default,1000,CASTLES-DISCO,4,39.629999999999995,0.318372
398,default,1000,CASTLES-DISCO,5,66.61,0.363888
399,default,1000,CASTLES-DISCO,6,53.76,0.370144
400,default,1000,CASTLES-DISCO,7,69.86,0.382212
401,default,1000,CASTLES-DISCO,8,76.77000000000001,0.416932
402,default,1000,CASTLES-DISCO,9,51.0,0.326464
403,default,1000,CASTLES-DISCO,10,50.519999999999996,0.343088
404,default,1000,CASTLES-Pro,1,59.52,0.44506
405,default,1000,CASTLES-Pro,2,64.69,0.35106
406,default,1000,CASTLES-Pro,3,74.98,0.330912
407,default,1000,CASTLES-Pro,4,62.87,0.364984
408,default,1000,CASTLES-Pro,5,68.36,0.401636
409,default,1000,CASTLES-Pro,6,53.97,0.416584
410,default,1000,CASTLES-Pro,7,57.47,0.432192
411,default,1000,CASTLES-Pro,8,68.81,0.478524
412,default,1000,CASTLES-Pro,9,57.79,0.371984
413,default,1000,CASTLES-Pro,10,53.89,0.397648
414,default,1000,ERaBLE-DISCO,1,363.09000000000003,1.418448
415,default,1000,ERaBLE-DISCO,2,249.12,1.034188
416,default,1000,ERaBLE-DISCO,3,253.32,0.973564
417,default,1000,ERaBLE-DISCO,4,287.88,1.108192
418,default,1000,ERaBLE-DISCO,5,318.75,1.19746
419,default,1000,ERaBLE-DISCO,6,291.38,1.331596
420,default,1000,ERaBLE-DISCO,7,288.28999999999996,1.32274
421,default,1000,ERaBLE-DISCO,8,340.14,1.59072
422,default,1000,ERaBLE-DISCO,9,246.06,1.11878
423,default,1000,ERaBLE-DISCO,10,309.57,1.496992
424,default,1000,FastME(AVG)-DISCO,1,160.8,1.002216
425,default,1000,FastME(AVG)-DISCO,2,128.22,0.7494
426,default,1000,FastME(AVG)-DISCO,3,114.76,0.71064
427,default,1000,FastME(AVG)-DISCO,4,142.21,0.79066
428,default,1000,FastME(AVG)-DISCO,5,148.25,0.870608
429,default,1000,FastME(AVG)-DISCO,6,155.82000000000002,0.930616
430,default,1000,FastME(AVG)-DISCO,7,160.09,0.938908
431,default,1000,FastME(AVG)-DISCO,8,180.2,1.092384
432,default,1000,FastME(AVG)-DISCO,9,137.94,0.80568
433,default,1000,FastME(AVG)-DISCO,10,160.48,0.992528
434,default,1000,CA-DISCO(RAxML),1,255.37,3.311
435,default,1000,CA-DISCO(RAxML),2,295.82000000000005,2.904256
436,default,1000,CA-DISCO(RAxML),3,543.48,2.7515
437,default,1000,CA-DISCO(RAxML),4,270.81,2.74484
438,default,1000,CA-DISCO(RAxML),5,285.15999999999997,3.286724
439,default,1000,CA-DISCO(RAxML),6,472.83000000000004,3.447212
440,default,1000,CA-DISCO(RAxML),7,326.8,3.464916
441,default,1000,CA-DISCO(RAxML),8,307.69,3.769328
442,default,1000,CA-DISCO(RAxML),9,309.47,2.75458
443,default,1000,CA-DISCO(RAxML),10,398.37,3.770576
