Dataset,Method,RTT,
wol,Concatenation,1.602349043,
wol,Concatenation,1.611130569,
wol,Concatenation,1.697117385,
wol,Concatenation,1.657445507,
wol,Concatenation,1.676403233,
wol,Concatenation,1.664882491,
wol,Concatenation,1.758603828,
wol,Concatenation,1.815203829,
wol,Concatenation,1.724018403,
wol,Concatenation,1.74598237,
wol,Concatenation,1.874476391,
wol,Concatenation,1.741448884,
wol,Concatenation,1.748292299,
wol,Concatenation,1.795411914,
wol,Concatenation,1.734160686,
wol,Concatenation,1.788968797,
wol,Concatenation,1.811997008,
wol,Concatenation,1.70394872,
wol,Concatenation,1.687763093,
wol,Concatenation,1.656600871,
wol,Concatenation,1.630883363,
wol,Concatenation,1.699778009,
wol,Concatenation,1.710006433,
wol,Concatenation,1.727258647,
wol,Concatenation,1.756327155,
wol,Concatenation,1.728134582,
wol,Concatenation,1.728755987,
wol,Concatenation,1.733996586,
wol,Concatenation,1.784142768,
wol,Concatenation,1.798325505,
wol,Concatenation,1.897433458,
wol,Concatenation,1.840756825,
wol,Concatenation,1.864158354,
wol,Concatenation,1.785222149,
wol,Concatenation,1.787976922,
wol,Concatenation,1.836323988,
wol,Concatenation,1.768955048,
wol,Concatenation,1.793754388,
wol,Concatenation,1.787578657,
wol,Concatenation,1.809028637,
wol,Concatenation,1.827023593,
wol,Concatenation,1.832084117,
wol,Concatenation,1.822294602,
wol,Concatenation,1.817912314,
wol,Concatenation,1.821238371,
wol,Concatenation,1.829502931,
wol,Concatenation,1.825535659,
wol,Concatenation,1.787556174,
wol,Concatenation,1.795452599,
wol,Concatenation,1.815856976,
wol,Concatenation,1.824116506,
wol,Concatenation,1.822521191,
wol,Concatenation,1.818771047,
wol,Concatenation,1.833049293,
wol,Concatenation,1.80773797,
wol,Concatenation,1.806862968,
wol,Concatenation,1.788685318,
wol,Concatenation,1.784593333,
wol,Concatenation,1.810734506,
wol,Concatenation,1.825601055,
wol,Concatenation,1.825156436,
wol,Concatenation,1.827790604,
wol,Concatenation,1.832120139,
wol,Concatenation,1.83814762,
wol,Concatenation,1.841478606,
wol,Concatenation,1.840857865,
wol,Concatenation,1.669677656,
wol,Concatenation,1.73420896,
wol,Concatenation,1.627062716,
wol,Concatenation,1.809568169,
wol,Concatenation,1.690528242,
wol,Concatenation,1.677979242,
wol,Concatenation,1.692558526,
wol,Concatenation,1.704819069,
wol,Concatenation,1.613174016,
wol,Concatenation,1.663812542,
wol,Concatenation,1.652435068,
wol,Concatenation,1.747774949,
wol,Concatenation,1.781178589,
wol,Concatenation,1.71625268,
wol,Concatenation,1.685349599,
wol,Concatenation,1.72851496,
wol,Concatenation,1.895193391,
wol,Concatenation,1.82138643,
wol,Concatenation,1.743431851,
wol,Concatenation,1.746922825,
wol,Concatenation,1.789524413,
wol,Concatenation,1.79058994,
wol,Concatenation,1.786718094,
wol,Concatenation,1.798950939,
wol,Concatenation,1.788373252,
wol,Concatenation,1.807252458,
wol,Concatenation,1.816211608,
wol,Concatenation,1.812705297,
wol,Concatenation,1.803503237,
wol,Concatenation,1.590219088,
wol,Concatenation,1.638875166,
wol,Concatenation,1.656155382,
wol,Concatenation,1.927635899,
wol,Concatenation,1.888833728,
wol,Concatenation,1.694432291,
wol,Concatenation,1.712207324,
wol,Concatenation,1.706754517,
wol,Concatenation,1.685344513,
wol,Concatenation,1.693214397,
wol,Concatenation,1.726130177,
wol,Concatenation,1.715142876,
wol,Concatenation,1.740638339,
wol,Concatenation,1.751463428,
wol,Concatenation,1.752320288,
wol,Concatenation,1.692883267,
wol,Concatenation,1.791996659,
wol,Concatenation,1.791711602,
wol,Concatenation,1.8234727,
wol,Concatenation,1.827611081,
wol,Concatenation,1.826864912,
wol,Concatenation,1.818632551,
wol,Concatenation,1.634444884,
wol,Concatenation,1.677696671,
wol,Concatenation,1.667750605,
wol,Concatenation,1.662916749,
wol,Concatenation,1.691074499,
wol,Concatenation,1.791748061,
wol,Concatenation,1.744522816,
wol,Concatenation,1.718801354,
wol,Concatenation,1.708990844,
wol,Concatenation,1.706835692,
wol,Concatenation,1.760940676,
wol,Concatenation,1.786142879,
wol,Concatenation,1.787168933,
wol,Concatenation,1.827521753,
wol,Concatenation,1.784641102,
wol,Concatenation,1.755869244,
wol,Concatenation,1.760352528,
wol,Concatenation,1.706873218,
wol,Concatenation,1.828134352,
wol,Concatenation,1.762400208,
wol,Concatenation,1.714939037,
wol,Concatenation,1.749102697,
wol,Concatenation,1.788629378,
wol,Concatenation,1.746987635,
wol,Concatenation,1.842573189,
wol,Concatenation,1.750941199,
wol,Concatenation,1.823018785,
wol,Concatenation,1.758319103,
wol,Concatenation,1.807836002,
wol,Concatenation,1.16890982,
wol,Concatenation,1.285565388,
wol,Concatenation,1.190271862,
wol,Concatenation,1.263560686,
wol,Concatenation,1.426298958,
wol,Concatenation,1.247672926,
wol,Concatenation,1.169548619,
wol,Concatenation,1.300435136,
wol,Concatenation,1.442566736,
wol,Concatenation,1.460015287,
wol,Concatenation,1.539058515,
wol,Concatenation,1.484465545,
wol,Concatenation,1.484266027,
wol,Concatenation,1.489664375,
wol,Concatenation,1.430893814,
wol,Concatenation,1.499550732,
wol,Concatenation,1.530389705,
wol,Concatenation,1.482950959,
wol,Concatenation,1.500915905,
wol,Concatenation,1.474112225,
wol,Concatenation,1.295871178,
wol,Concatenation,1.28254434,
wol,Concatenation,1.321545372,
wol,Concatenation,1.276214911,
wol,Concatenation,1.326098412,
wol,Concatenation,1.342981293,
wol,Concatenation,1.292133833,
wol,Concatenation,1.283998373,
wol,Concatenation,1.358293934,
wol,Concatenation,1.379869192,
wol,Concatenation,1.345446328,
wol,Concatenation,1.337805069,
wol,Concatenation,1.481397158,
wol,Concatenation,1.46327456,
wol,Concatenation,1.451961444,
wol,Concatenation,1.443354007,
wol,Concatenation,1.445504162,
wol,Concatenation,1.302967439,
wol,Concatenation,1.280474516,
wol,Concatenation,1.369956759,
wol,Concatenation,1.366660093,
wol,Concatenation,1.427194706,
wol,Concatenation,1.431877899,
wol,Concatenation,1.426095615,
wol,Concatenation,1.284252237,
wol,Concatenation,1.257130737,
wol,Concatenation,1.286013546,
wol,Concatenation,1.286517527,
wol,Concatenation,1.272109118,
wol,Concatenation,1.307176703,
wol,Concatenation,1.338942908,
wol,Concatenation,1.347259139,
wol,Concatenation,1.33468881,
wol,Concatenation,1.343688639,
wol,Concatenation,1.341905568,
wol,Concatenation,1.339315654,
wol,Concatenation,1.341389814,
wol,Concatenation,1.343072522,
wol,Concatenation,1.341564365,
wol,Concatenation,1.313455804,
wol,Concatenation,1.318741483,
wol,Concatenation,1.321506721,
wol,Concatenation,1.32005467,
wol,Concatenation,1.318199821,
wol,Concatenation,1.307133499,
wol,Concatenation,1.313406136,
wol,Concatenation,1.310067519,
wol,Concatenation,1.323783008,
wol,Concatenation,1.326133949,
wol,Concatenation,1.323599438,
wol,Concatenation,1.338328509,
wol,Concatenation,1.372765903,
wol,Concatenation,1.356858782,
wol,Concatenation,1.366532713,
wol,Concatenation,1.3912921,
wol,Concatenation,1.394824261,
wol,Concatenation,1.394702579,
wol,Concatenation,1.397463597,
wol,Concatenation,1.395937492,
wol,Concatenation,1.394101825,
wol,Concatenation,1.396876542,
wol,Concatenation,1.395140003,
wol,Concatenation,1.395140003,
wol,Concatenation,1.396604961,
wol,Concatenation,1.395338536,
wol,Concatenation,1.484807191,
wol,Concatenation,1.425015501,
wol,Concatenation,1.458066975,
wol,Concatenation,1.412695007,
wol,Concatenation,1.409416037,
wol,Concatenation,1.502393047,
wol,Concatenation,1.481308289,
wol,Concatenation,1.437733461,
wol,Concatenation,1.43050449,
wol,Concatenation,1.424935397,
wol,Concatenation,1.424474112,
wol,Concatenation,1.418746673,
wol,Concatenation,1.434382029,
wol,Concatenation,1.410406976,
wol,Concatenation,1.454180988,
wol,Concatenation,1.399098743,
wol,Concatenation,1.387334748,
wol,Concatenation,1.443900762,
wol,Concatenation,1.459232455,
wol,Concatenation,1.457984921,
wol,Concatenation,1.483333673,
wol,Concatenation,1.491557049,
wol,Concatenation,1.458725361,
wol,Concatenation,1.444175909,
wol,Concatenation,1.476689742,
wol,Concatenation,1.445014287,
wol,Concatenation,1.464826894,
wol,Concatenation,1.459918961,
wol,Concatenation,1.455722611,
wol,Concatenation,1.523158866,
wol,Concatenation,1.52241181,
wol,Concatenation,1.461439061,
wol,Concatenation,1.477144539,
wol,Concatenation,1.485903168,
wol,Concatenation,1.483843214,
wol,Concatenation,1.514120854,
wol,Concatenation,1.506165172,
wol,Concatenation,1.512457255,
wol,Concatenation,1.466376082,
wol,Concatenation,1.509872101,
wol,Concatenation,1.526549492,
wol,Concatenation,1.476551825,
wol,Concatenation,1.461099645,
wol,Concatenation,1.493754077,
wol,Concatenation,1.486093217,
wol,Concatenation,1.489640152,
wol,Concatenation,1.385298513,
wol,Concatenation,1.471453826,
wol,Concatenation,1.481736972,
wol,Concatenation,1.522127617,
wol,Concatenation,1.504060454,
wol,Concatenation,1.500200139,
wol,Concatenation,1.495246174,
wol,Concatenation,1.546634172,
wol,Concatenation,1.528072798,
wol,Concatenation,1.570198917,
wol,Concatenation,1.577692467,
wol,Concatenation,1.548892714,
wol,Concatenation,1.549574323,
wol,Concatenation,1.562611005,
wol,Concatenation,1.557972286,
wol,Concatenation,1.558079934,
wol,Concatenation,1.58339786,
wol,Concatenation,1.561599862,
wol,Concatenation,1.53476134,
wol,Concatenation,1.56008338,
wol,Concatenation,1.535800344,
wol,Concatenation,1.519427611,
wol,Concatenation,1.525683534,
wol,Concatenation,1.539908909,
wol,Concatenation,1.550823495,
wol,Concatenation,1.552322124,
wol,Concatenation,1.54120434,
wol,Concatenation,1.538598096,
wol,Concatenation,1.518118127,
wol,Concatenation,1.522120775,
wol,Concatenation,1.5401249,
wol,Concatenation,1.545095765,
wol,Concatenation,1.542786766,
wol,Concatenation,1.530385375,
wol,Concatenation,1.534609939,
wol,Concatenation,1.524045228,
wol,Concatenation,1.537641207,
wol,Concatenation,1.54184014,
wol,Concatenation,1.545152593,
wol,Concatenation,1.545176289,
wol,Concatenation,1.538201231,
wol,Concatenation,1.540842731,
wol,Concatenation,1.532504827,
wol,Concatenation,1.53856039,
wol,Concatenation,1.534630667,
wol,Concatenation,1.532739227,
wol,Concatenation,1.691080265,
wol,Concatenation,1.57880708,
wol,Concatenation,1.565546989,
wol,Concatenation,1.574524065,
wol,Concatenation,1.569249235,
wol,Concatenation,2.302569801,
wol,Concatenation,2.195992417,
wol,Concatenation,2.205180803,
wol,Concatenation,2.182488427,
wol,Concatenation,2.221176279,
wol,Concatenation,2.262945601,
wol,Concatenation,2.219753091,
wol,Concatenation,2.219323166,
wol,Concatenation,2.210121638,
wol,Concatenation,2.233999015,
wol,Concatenation,2.038663619,
wol,Concatenation,2.033322726,
wol,Concatenation,1.9990288,
wol,Concatenation,2.04579929,
wol,Concatenation,2.046500092,
wol,Concatenation,2.047221717,
wol,Concatenation,2.160445618,
wol,Concatenation,1.960516028,
wol,Concatenation,1.918016896,
wol,Concatenation,2.069071438,
wol,Concatenation,2.063830147,
wol,Concatenation,1.99355492,
wol,Concatenation,2.177649402,
wol,Concatenation,2.163243672,
wol,Concatenation,2.222472877,
wol,Concatenation,2.264769158,
wol,Concatenation,2.276928809,
wol,Concatenation,2.090402626,
wol,Concatenation,2.727892373,
wol,Concatenation,2.72740855,
wol,Concatenation,2.647111124,
wol,Concatenation,2.670235273,
wol,Concatenation,2.664769697,
wol,Concatenation,2.751599091,
wol,Concatenation,3.072376524,
wol,Concatenation,2.78276409,
wol,Concatenation,2.785479395,
wol,Concatenation,2.782054029,
wol,Concatenation,2.165903879,
wol,Concatenation,2.219703757,
wol,Concatenation,2.115843072,
wol,Concatenation,2.122713181,
wol,Concatenation,2.134852482,
wol,Concatenation,2.132999875,
wol,Concatenation,2.130648195,
wol,Concatenation,2.112561436,
wol,Concatenation,2.101105904,
wol,Concatenation,2.107687395,
wol,Concatenation,2.113638287,
wol,Concatenation,2.112193793,
wol,Concatenation,2.109747821,
wol,Concatenation,2.109648581,
wol,Concatenation,2.109648581,
wol,Concatenation,2.107158225,
wol,Concatenation,2.107159225,
wol,Concatenation,2.107159225,
wol,Concatenation,2.608615524,
wol,Concatenation,2.741093546,
wol,Concatenation,2.516840878,
wol,Concatenation,2.585679174,
wol,Concatenation,2.233523748,
wol,Concatenation,2.25276509,
wol,Concatenation,2.286500986,
wol,Concatenation,2.29226605,
wol,Concatenation,2.286620002,
wol,Concatenation,2.318561603,
wol,Concatenation,2.286007754,
wol,Concatenation,2.408725568,
wol,Concatenation,2.417471104,
wol,Concatenation,2.426396707,
wol,Concatenation,2.354432871,
wol,Concatenation,2.448484003,
wol,Concatenation,2.445082922,
wol,Concatenation,2.469351964,
wol,Concatenation,2.415265999,
wol,Concatenation,2.449640271,
wol,Concatenation,2.423044422,
wol,Concatenation,2.048918561,
wol,Concatenation,2.316411419,
wol,Concatenation,2.129338196,
wol,Concatenation,2.247815912,
wol,Concatenation,2.587676929,
wol,Concatenation,1.877091984,
wol,Concatenation,1.941568937,
wol,Concatenation,1.953226884,
wol,Concatenation,2.019693744,
wol,Concatenation,1.971971533,
wol,Concatenation,1.920098285,
wol,Concatenation,1.925166184,
wol,Concatenation,2.025519003,
wol,Concatenation,2.025552896,
wol,Concatenation,2.071696996,
wol,Concatenation,2.073770375,
wol,Concatenation,2.077712612,
wol,Concatenation,2.085809476,
wol,Concatenation,2.077736325,
wol,Concatenation,2.175669673,
wol,Concatenation,2.121200766,
wol,Concatenation,2.118065081,
wol,Concatenation,2.117385655,
wol,Concatenation,2.117385655,
wol,Concatenation,2.132961471,
wol,Concatenation,2.11633745,
wol,Concatenation,2.111107437,
wol,Concatenation,2.103153325,
wol,Concatenation,2.118995679,
wol,Concatenation,1.982454493,
wol,Concatenation,1.994514592,
wol,Concatenation,1.995260143,
wol,Concatenation,2.26560947,
wol,Concatenation,2.261411742,
wol,Concatenation,2.193742822,
wol,Concatenation,2.194889419,
wol,Concatenation,2.002387331,
wol,Concatenation,1.984278615,
wol,Concatenation,2.046756185,
wol,Concatenation,1.982091811,
wol,Concatenation,2.24901011,
wol,Concatenation,2.185789998,
wol,Concatenation,2.216944371,
wol,Concatenation,2.237308823,
wol,Concatenation,2.221440899,
wol,Concatenation,2.213207851,
wol,Concatenation,2.225789246,
wol,Concatenation,2.204080932,
wol,Concatenation,2.397139226,
wol,Concatenation,2.338214356,
wol,Concatenation,2.285764807,
wol,Concatenation,2.284407733,
wol,Concatenation,2.019611823,
wol,Concatenation,2.056147072,
wol,Concatenation,2.056660412,
wol,Concatenation,2.08025833,
wol,Concatenation,2.080874136,
wol,Concatenation,2.061408929,
wol,Concatenation,2.072778742,
wol,Concatenation,2.070257778,
wol,Concatenation,2.06998353,
wol,Concatenation,2.070110592,
wol,Concatenation,2.067645021,
wol,Concatenation,2.069900026,
wol,Concatenation,2.072257767,
wol,Concatenation,1.432804038,
wol,Concatenation,1.454921957,
wol,Concatenation,1.476511226,
wol,Concatenation,1.463702324,
wol,Concatenation,1.452876076,
wol,Concatenation,1.444711403,
wol,Concatenation,1.440487267,
wol,Concatenation,1.435722294,
wol,Concatenation,1.435722294,
wol,Concatenation,1.393343963,
wol,Concatenation,1.390029063,
wol,Concatenation,1.513413427,
wol,Concatenation,1.548263967,
wol,Concatenation,1.532098921,
wol,Concatenation,1.356180286,
wol,Concatenation,1.35293065,
wol,Concatenation,1.356218104,
wol,Concatenation,1.437556412,
wol,Concatenation,1.413825621,
wol,Concatenation,1.435381824,
wol,Concatenation,1.503527271,
wol,Concatenation,1.499550734,
wol,Concatenation,1.502248163,
wol,Concatenation,1.466205092,
wol,Concatenation,1.62293763,
wol,Concatenation,1.60667664,
wol,Concatenation,1.635654385,
wol,Concatenation,1.630012154,
wol,Concatenation,1.518958901,
wol,Concatenation,1.669085629,
wol,Concatenation,1.730117237,
wol,Concatenation,1.714659154,
wol,Concatenation,1.735196569,
wol,Concatenation,1.736627934,
wol,Concatenation,1.512139652,
wol,Concatenation,1.628431649,
wol,Concatenation,1.632590122,
wol,Concatenation,1.567205875,
wol,Concatenation,1.533287352,
wol,Concatenation,1.572666445,
wol,Concatenation,1.574402318,
wol,Concatenation,1.64525064,
wol,Concatenation,1.637668108,
wol,Concatenation,1.399875458,
wol,Concatenation,1.456472817,
wol,Concatenation,1.411121994,
wol,Concatenation,1.563157075,
wol,Concatenation,1.686937661,
wol,Concatenation,1.657775885,
wol,Concatenation,1.612540975,
wol,Concatenation,1.614688798,
wol,Concatenation,1.611950231,
wol,Concatenation,1.507774707,
wol,Concatenation,1.513567804,
wol,Concatenation,1.538112068,
wol,Concatenation,1.443446628,
wol,Concatenation,1.522014669,
wol,Concatenation,1.494474999,
wol,Concatenation,1.485909273,
wol,Concatenation,1.402619481,
wol,Concatenation,1.444605529,
wol,Concatenation,1.588817021,
wol,Concatenation,1.576893411,
wol,Concatenation,1.535066899,
wol,Concatenation,1.552830913,
wol,Concatenation,1.520991221,
wol,Concatenation,1.518907928,
