Dataset,Method,RTT,
wol,Concatenation,1.931973575,
wol,Concatenation,1.949595092,
wol,Concatenation,1.856501932,
wol,Concatenation,1.881821273,
wol,Concatenation,1.887498245,
wol,Concatenation,1.92344355,
wol,Concatenation,1.908768213,
wol,Concatenation,1.933214983,
wol,Concatenation,1.937012267,
wol,Concatenation,1.94293033,
wol,Concatenation,1.79947694,
wol,Concatenation,1.883642891,
wol,Concatenation,1.850778305,
wol,Concatenation,1.929829743,
wol,Concatenation,1.908794006,
wol,Concatenation,1.930955943,
wol,Concatenation,1.929579637,
wol,Concatenation,1.950314813,
wol,Concatenation,1.946499771,
wol,Concatenation,1.952181461,
wol,Concatenation,1.934104132,
wol,Concatenation,2.000969427,
wol,Concatenation,2.002250275,
wol,Concatenation,2.019995069,
wol,Concatenation,2.021747525,
wol,Concatenation,2.024923678,
wol,Concatenation,2.024304694,
wol,Concatenation,2.026430627,
wol,Concatenation,2.018800531,
wol,Concatenation,2.019836167,
wol,Concatenation,2.026526167,
wol,Concatenation,1.77858287,
wol,Concatenation,1.827007705,
wol,Concatenation,1.834344176,
wol,Concatenation,1.867226559,
wol,Concatenation,1.903085087,
wol,Concatenation,1.909251471,
wol,Concatenation,1.857169223,
wol,Concatenation,1.863068132,
wol,Concatenation,1.868723492,
wol,Concatenation,1.870141344,
wol,Concatenation,1.826276561,
wol,Concatenation,1.873232303,
wol,Concatenation,1.873722558,
wol,Concatenation,1.862030831,
wol,Concatenation,1.998644415,
wol,Concatenation,2.016552165,
wol,Concatenation,1.941058504,
wol,Concatenation,1.956769811,
wol,Concatenation,1.962571117,
wol,Concatenation,1.957921748,
wol,Concatenation,1.948694859,
wol,Concatenation,1.994889689,
wol,Concatenation,2.049754727,
wol,Concatenation,2.012384471,
wol,Concatenation,1.993893366,
wol,Concatenation,2.0153942,
wol,Concatenation,2.009672312,
wol,Concatenation,2.042986171,
wol,Concatenation,2.019344763,
wol,Concatenation,1.990757565,
wol,Concatenation,2.008929628,
wol,Concatenation,1.934482396,
wol,Concatenation,1.99532032,
wol,Concatenation,2.019371728,
wol,Concatenation,2.033235021,
wol,Concatenation,2.00877435,
wol,Concatenation,1.989444099,
wol,Concatenation,2.012666013,
wol,Concatenation,2.025609896,
wol,Concatenation,2.029838791,
wol,Concatenation,2.036922343,
wol,Concatenation,2.070289067,
wol,Concatenation,2.048985048,
wol,Concatenation,2.006269884,
wol,Concatenation,2.031604557,
wol,Concatenation,2.058918742,
wol,Concatenation,2.063141252,
wol,Concatenation,2.046234189,
wol,Concatenation,2.068920207,
wol,Concatenation,2.051811032,
wol,Concatenation,1.891846116,
wol,Concatenation,1.94803146,
wol,Concatenation,1.882253368,
wol,Concatenation,2.009265993,
wol,Concatenation,1.964708107,
wol,Concatenation,1.945309517,
wol,Concatenation,1.996434713,
wol,Concatenation,2.019437496,
wol,Concatenation,2.037984434,
wol,Concatenation,2.031365278,
wol,Concatenation,2.012482834,
wol,Concatenation,2.015198514,
wol,Concatenation,2.033044879,
wol,Concatenation,2.033386709,
wol,Concatenation,1.905473499,
wol,Concatenation,1.808572436,
wol,Concatenation,1.828288148,
wol,Concatenation,1.811611239,
wol,Concatenation,1.780507778,
wol,Concatenation,1.780399387,
wol,Concatenation,1.84872332,
wol,Concatenation,1.839171657,
wol,Concatenation,1.844307592,
wol,Concatenation,1.924303511,
wol,Concatenation,1.913482696,
wol,Concatenation,1.859106014,
wol,Concatenation,1.959414862,
wol,Concatenation,1.839126789,
wol,Concatenation,1.929939139,
wol,Concatenation,1.92899372,
wol,Concatenation,2.000978371,
wol,Concatenation,1.998641453,
wol,Concatenation,2.004963107,
wol,Concatenation,1.997908683,
wol,Concatenation,1.89649677,
wol,Concatenation,1.858637279,
wol,Concatenation,1.924589565,
wol,Concatenation,1.931123825,
wol,Concatenation,1.952537095,
wol,Concatenation,1.965770296,
wol,Concatenation,1.971444458,
wol,Concatenation,1.944173239,
wol,Concatenation,1.901611699,
wol,Concatenation,1.955470749,
wol,Concatenation,2.039012639,
wol,Concatenation,1.913142224,
wol,Concatenation,1.976925755,
wol,Concatenation,1.962326998,
wol,Concatenation,1.986577492,
wol,Concatenation,1.981656954,
wol,Concatenation,1.963211181,
wol,Concatenation,1.967110229,
wol,Concatenation,1.97709447,
wol,Concatenation,1.939424078,
wol,Concatenation,1.95216247,
wol,Concatenation,1.954906451,
wol,Concatenation,2.009725138,
wol,Concatenation,2.042269211,
wol,Concatenation,2.043667867,
wol,Concatenation,2.341204441,
wol,Concatenation,2.547139789,
wol,Concatenation,2.534735113,
wol,Concatenation,2.543459467,
wol,Concatenation,2.543560953,
wol,Concatenation,2.54684867,
wol,Concatenation,2.542104983,
wol,Concatenation,2.539873595,
wol,Concatenation,2.539873638,
wol,Concatenation,2.600046405,
wol,Concatenation,2.588128787,
wol,Concatenation,2.584826799,
wol,Concatenation,2.584076775,
wol,Concatenation,2.584188459,
wol,Concatenation,2.584030374,
wol,Concatenation,2.584032725,
wol,Concatenation,2.584344671,
wol,Concatenation,2.583986107,
wol,Concatenation,2.58393636,
wol,Concatenation,1.975650224,
wol,Concatenation,2.003572841,
wol,Concatenation,2.017214865,
wol,Concatenation,2.008886153,
wol,Concatenation,2.013600644,
wol,Concatenation,2.014202946,
wol,Concatenation,2.000470862,
wol,Concatenation,2.064118671,
wol,Concatenation,2.037658589,
wol,Concatenation,2.061055039,
wol,Concatenation,2.06092161,
wol,Concatenation,2.067935321,
wol,Concatenation,2.004084915,
wol,Concatenation,2.03607777,
wol,Concatenation,2.036129765,
wol,Concatenation,2.045976137,
wol,Concatenation,2.054404456,
wol,Concatenation,2.030951957,
wol,Concatenation,2.025849033,
wol,Concatenation,2.047997364,
wol,Concatenation,2.043143973,
wol,Concatenation,2.057483761,
wol,Concatenation,2.041855704,
wol,Concatenation,2.042329816,
wol,Concatenation,2.062659078,
wol,Concatenation,2.052895216,
wol,Concatenation,2.035014034,
wol,Concatenation,2.048636083,
wol,Concatenation,2.055564032,
wol,Concatenation,2.053783124,
wol,Concatenation,2.058620413,
wol,Concatenation,2.059718793,
wol,Concatenation,2.071603769,
wol,Concatenation,2.078035705,
wol,Concatenation,2.070498771,
wol,Concatenation,2.063055585,
wol,Concatenation,2.03553594,
wol,Concatenation,2.05312292,
wol,Concatenation,2.06675913,
wol,Concatenation,1.981826923,
wol,Concatenation,1.989045303,
wol,Concatenation,2.002793646,
wol,Concatenation,1.985263345,
wol,Concatenation,1.966459623,
wol,Concatenation,1.985025974,
wol,Concatenation,1.970164707,
wol,Concatenation,1.975863189,
wol,Concatenation,1.954105894,
wol,Concatenation,1.953764318,
wol,Concatenation,1.967581813,
wol,Concatenation,1.980678606,
wol,Concatenation,1.975098353,
wol,Concatenation,2.071049281,
wol,Concatenation,2.014927692,
wol,Concatenation,2.02908959,
wol,Concatenation,2.030155642,
wol,Concatenation,2.030600501,
wol,Concatenation,2.06359146,
wol,Concatenation,2.050901682,
wol,Concatenation,2.047674145,
wol,Concatenation,2.075506396,
wol,Concatenation,2.054509562,
wol,Concatenation,2.048946727,
wol,Concatenation,1.929568556,
wol,Concatenation,1.943439073,
wol,Concatenation,1.921440638,
wol,Concatenation,2.016128877,
wol,Concatenation,1.99677924,
wol,Concatenation,2.025038766,
wol,Concatenation,2.062312093,
wol,Concatenation,1.982517718,
wol,Concatenation,1.989672088,
wol,Concatenation,2.077879948,
wol,Concatenation,2.16011554,
wol,Concatenation,2.160082828,
wol,Concatenation,2.151206695,
wol,Concatenation,2.177645896,
wol,Concatenation,2.173788896,
wol,Concatenation,2.169834199,
wol,Concatenation,2.167561447,
wol,Concatenation,2.176023513,
wol,Concatenation,2.283504798,
wol,Concatenation,2.274082649,
wol,Concatenation,2.272230409,
wol,Concatenation,2.282744346,
wol,Concatenation,2.274459385,
wol,Concatenation,2.279129012,
wol,Concatenation,2.283087135,
wol,Concatenation,2.365639637,
wol,Concatenation,2.314241869,
wol,Concatenation,2.317849441,
wol,Concatenation,2.319436117,
wol,Concatenation,2.319395883,
wol,Concatenation,2.31939798,
wol,Concatenation,2.31939798,
wol,Concatenation,2.320132858,
wol,Concatenation,2.321779893,
wol,Concatenation,2.323390045,
wol,Concatenation,2.321825104,
wol,Concatenation,2.320191444,
wol,Concatenation,2.321487786,
wol,Concatenation,2.320010217,
wol,Concatenation,2.319879958,
wol,Concatenation,2.319882566,
wol,Concatenation,2.319882566,
wol,Concatenation,2.274722924,
wol,Concatenation,2.273706912,
wol,Concatenation,2.282702745,
wol,Concatenation,2.28229241,
wol,Concatenation,2.300200105,
wol,Concatenation,2.312641188,
wol,Concatenation,2.313937055,
wol,Concatenation,2.304508281,
wol,Concatenation,2.302166586,
wol,Concatenation,2.304193144,
wol,Concatenation,2.302399305,
wol,Concatenation,2.307698505,
wol,Concatenation,2.308185515,
wol,Concatenation,2.308955831,
wol,Concatenation,2.299067287,
wol,Concatenation,2.332037203,
wol,Concatenation,2.329472864,
wol,Concatenation,2.311503985,
wol,Concatenation,2.311462619,
wol,Concatenation,2.320341433,
wol,Concatenation,2.287220599,
wol,Concatenation,2.293655524,
wol,Concatenation,2.312318852,
wol,Concatenation,2.317096717,
wol,Concatenation,2.317846449,
wol,Concatenation,2.297169184,
wol,Concatenation,2.299294223,
wol,Concatenation,2.297273819,
wol,Concatenation,1.440285712,
wol,Concatenation,1.480041606,
wol,Concatenation,1.518324403,
wol,Concatenation,1.536775004,
wol,Concatenation,1.466093265,
wol,Concatenation,1.628232442,
wol,Concatenation,1.480230677,
wol,Concatenation,1.406744378,
wol,Concatenation,1.280993772,
wol,Concatenation,1.504136613,
wol,Concatenation,1.505320088,
wol,Concatenation,1.503852042,
wol,Concatenation,1.531775123,
wol,Concatenation,1.516028338,
wol,Concatenation,1.520693177,
wol,Concatenation,1.516588898,
wol,Concatenation,1.516692796,
wol,Concatenation,1.504360435,
wol,Concatenation,1.512364817,
wol,Concatenation,1.506271828,
wol,Concatenation,1.506302322,
wol,Concatenation,1.505534403,
wol,Concatenation,1.505879028,
wol,Concatenation,1.50413057,
wol,Concatenation,1.506817551,
wol,Concatenation,1.506249602,
wol,Concatenation,1.508318268,
wol,Concatenation,1.50586674,
wol,Concatenation,1.948309822,
wol,Concatenation,1.935585203,
wol,Concatenation,1.498850612,
wol,Concatenation,1.483283607,
wol,Concatenation,1.4882955,
wol,Concatenation,1.490555,
wol,Concatenation,1.551772028,
wol,Concatenation,1.595830784,
wol,Concatenation,1.615586607,
wol,Concatenation,1.604716012,
wol,Concatenation,1.629437114,
wol,Concatenation,1.61178815,
wol,Concatenation,1.602471517,
wol,Concatenation,1.716352898,
wol,Concatenation,1.563872946,
wol,Concatenation,1.593724057,
wol,Concatenation,1.577671101,
wol,Concatenation,1.582628688,
wol,Concatenation,1.573135811,
wol,Concatenation,1.561464826,
wol,Concatenation,1.523027474,
wol,Concatenation,1.594321721,
wol,Concatenation,1.567749109,
wol,Concatenation,1.55636323,
wol,Concatenation,1.643018232,
wol,Concatenation,1.64234779,
wol,Concatenation,1.621472815,
wol,Concatenation,1.64224044,
wol,Concatenation,1.66254257,
wol,Concatenation,1.680339549,
wol,Concatenation,1.679146175,
wol,Concatenation,1.743644727,
wol,Concatenation,1.720046761,
wol,Concatenation,1.809649718,
wol,Concatenation,1.79065596,
wol,Concatenation,1.81014049,
wol,Concatenation,1.778561054,
wol,Concatenation,1.937423768,
wol,Concatenation,1.931249055,
wol,Concatenation,1.91161591,
wol,Concatenation,1.93663097,
wol,Concatenation,1.926398497,
wol,Concatenation,1.983741881,
wol,Concatenation,1.98379205,
wol,Concatenation,1.852019237,
wol,Concatenation,1.867409819,
wol,Concatenation,1.849247122,
wol,Concatenation,1.857425866,
wol,Concatenation,1.897213611,
wol,Concatenation,1.849759179,
wol,Concatenation,1.869713856,
wol,Concatenation,1.861318275,
wol,Concatenation,1.866779675,
wol,Concatenation,1.89975555,
wol,Concatenation,1.911171725,
wol,Concatenation,1.919080087,
wol,Concatenation,1.915058698,
wol,Concatenation,1.487338492,
wol,Concatenation,1.510013478,
wol,Concatenation,1.504684508,
wol,Concatenation,1.732377135,
wol,Concatenation,2.005328247,
wol,Concatenation,1.890858114,
wol,Concatenation,1.8984876,
wol,Concatenation,1.54204546,
wol,Concatenation,1.617048162,
wol,Concatenation,1.601774367,
wol,Concatenation,1.54008218,
wol,Concatenation,1.618354674,
wol,Concatenation,1.602068096,
wol,Concatenation,1.60629894,
wol,Concatenation,1.636203481,
wol,Concatenation,1.645360458,
wol,Concatenation,1.72295099,
wol,Concatenation,1.751116942,
wol,Concatenation,1.730292207,
wol,Concatenation,1.523126714,
wol,Concatenation,1.515039434,
wol,Concatenation,1.617657307,
wol,Concatenation,1.622592326,
wol,Concatenation,1.64950413,
wol,Concatenation,1.572564561,
wol,Concatenation,1.537049099,
wol,Concatenation,1.565662749,
wol,Concatenation,1.675320849,
wol,Concatenation,1.46142046,
wol,Concatenation,1.57992177,
wol,Concatenation,1.572332813,
wol,Concatenation,1.643771866,
wol,Concatenation,1.644663268,
wol,Concatenation,1.624266566,
wol,Concatenation,1.610799731,
wol,Concatenation,1.623317203,
wol,Concatenation,1.752791045,
wol,Concatenation,1.750608782,
wol,Concatenation,1.66456316,
wol,Concatenation,1.663831484,
wol,Concatenation,1.673189517,
wol,Concatenation,1.691871063,
wol,Concatenation,1.710779061,
wol,Concatenation,1.706065096,
wol,Concatenation,1.708369036,
wol,Concatenation,1.642277067,
wol,Concatenation,1.725536856,
wol,Concatenation,1.779829411,
wol,Concatenation,1.777533413,
wol,Concatenation,1.779397456,
wol,Concatenation,1.676977304,
wol,Concatenation,1.701431859,
wol,Concatenation,1.711448125,
wol,Concatenation,1.714564244,
wol,Concatenation,1.717627027,
wol,Concatenation,1.716176412,
wol,Concatenation,1.550136769,
wol,Concatenation,1.532906231,
wol,Concatenation,1.473760949,
wol,Concatenation,1.504853753,
wol,Concatenation,1.501019028,
wol,Concatenation,1.522981724,
wol,Concatenation,1.519224206,
wol,Concatenation,1.539632481,
wol,Concatenation,1.663867673,
wol,Concatenation,1.503205004,
wol,Concatenation,1.536027382,
wol,Concatenation,1.515583363,
wol,Concatenation,1.531823537,
wol,Concatenation,1.538729058,
wol,Concatenation,1.579665177,
wol,Concatenation,1.658724827,
wol,Concatenation,1.664370285,
wol,Concatenation,1.520281897,
wol,Concatenation,1.526651609,
wol,Concatenation,1.539545761,
wol,Concatenation,1.527961966,
wol,Concatenation,1.617816162,
wol,Concatenation,1.559841028,
wol,Concatenation,1.580626224,
wol,Concatenation,1.580463954,
wol,Concatenation,1.615900114,
wol,Concatenation,1.865688633,
wol,Concatenation,1.873568802,
wol,Concatenation,1.87357786,
wol,Concatenation,1.89019805,
wol,Concatenation,1.908123938,
wol,Concatenation,1.989179243,
wol,Concatenation,1.943640837,
wol,Concatenation,1.992505991,
wol,Concatenation,2.069264595,
wol,Concatenation,2.111560637,
wol,Concatenation,2.110588981,
wol,Concatenation,1.65003485,
wol,Concatenation,1.652133356,
wol,Concatenation,1.690503028,
wol,Concatenation,1.905304616,
wol,Concatenation,1.810935526,
wol,Concatenation,2.025872464,
wol,Concatenation,2.036182382,
wol,Concatenation,1.876116718,
wol,Concatenation,1.883168094,
wol,Concatenation,1.871181956,
wol,Concatenation,1.886796093,
wol,Concatenation,1.894570738,
wol,Concatenation,2.098256725,
wol,Concatenation,2.105443144,
wol,Concatenation,2.093500316,
wol,Concatenation,2.126674989,
wol,Concatenation,2.109534416,
wol,Concatenation,1.727510197,
wol,Concatenation,1.82088883,
wol,Concatenation,1.745579413,
wol,Concatenation,1.713912766,
wol,Concatenation,1.702418098,
wol,Concatenation,1.716964627,
wol,Concatenation,1.718934572,
wol,Concatenation,1.679974986,
wol,Concatenation,1.706110246,
wol,Concatenation,1.766261657,
wol,Concatenation,1.726736475,
wol,Concatenation,1.728924556,
wol,Concatenation,1.729044461,
wol,Concatenation,1.777594253,
wol,Concatenation,1.788725376,
wol,Concatenation,1.752952393,
wol,Concatenation,1.722047922,
wol,Concatenation,1.725286892,
wol,Concatenation,1.733428046,
wol,Concatenation,1.596356239,
wol,Concatenation,1.77625341,
wol,Concatenation,1.772550015,
wol,Concatenation,1.680938691,
wol,Concatenation,1.704425845,
wol,Concatenation,1.71677975,
wol,Concatenation,1.693376011,
wol,Concatenation,1.705962251,
wol,Concatenation,1.717644703,
wol,Concatenation,1.7391269,
wol,Concatenation,1.663051122,
wol,Concatenation,1.6766796,
wol,Concatenation,1.705265493,
wol,Concatenation,1.745592282,
wol,Concatenation,1.665872354,
wol,Concatenation,1.673554848,
wol,Concatenation,1.747550149,
wol,Concatenation,1.616446397,
wol,Concatenation,1.627007559,
wol,Concatenation,1.641140388,
wol,Concatenation,1.664841211,
wol,Concatenation,1.696554185,
wol,Concatenation,1.696781895,
wol,Concatenation,1.706706419,
wol,Concatenation,1.712112896,
wol,Concatenation,2.304659692,
wol,Concatenation,1.657997063,
wol,Concatenation,1.723890315,
wol,Concatenation,1.71201847,
wol,Concatenation,1.711987445,
wol,Concatenation,1.694426788,
wol,Concatenation,1.71102642,
wol,Concatenation,1.703525645,
wol,Concatenation,1.768869035,
wol,Concatenation,1.785746732,
wol,Concatenation,1.766241716,
wol,Concatenation,1.772128299,
wol,Concatenation,1.6149569,
wol,Concatenation,1.630367748,
wol,Concatenation,1.668905903,
wol,Concatenation,1.671652486,
wol,Concatenation,1.69691576,
wol,Concatenation,1.659186074,
wol,Concatenation,1.658652647,
wol,Concatenation,1.648001348,
wol,Concatenation,1.651165976,
wol,Concatenation,1.636342241,
wol,Concatenation,1.742757808,
wol,Concatenation,1.903740861,
wol,Concatenation,1.78384369,
wol,Concatenation,1.681348659,
wol,Concatenation,1.702178149,
wol,Concatenation,1.727011763,
wol,Concatenation,1.716505924,
wol,Concatenation,1.744282034,
wol,Concatenation,1.737771109,
wol,Concatenation,1.722165824,
wol,Concatenation,1.751030608,
wol,Concatenation,1.760310747,
wol,Concatenation,1.814494791,
wol,Concatenation,1.887061827,
wol,Concatenation,1.749760297,
wol,Concatenation,1.759915879,
wol,Concatenation,1.763181256,
wol,Concatenation,1.734330659,
wol,Concatenation,1.758221463,
wol,Concatenation,1.765173028,
wol,Concatenation,1.625959984,
wol,Concatenation,1.783854888,
wol,Concatenation,1.748717941,
wol,Concatenation,1.696762058,
wol,Concatenation,1.708936993,
wol,Concatenation,1.675906073,
wol,Concatenation,1.675867219,
wol,Concatenation,1.776153673,
wol,Concatenation,1.794047605,
wol,Concatenation,1.755552628,
wol,Concatenation,1.75569078,
wol,Concatenation,1.726428409,
wol,Concatenation,1.767593604,
wol,Concatenation,1.755054275,
wol,Concatenation,1.801242858,
wol,Concatenation,1.78734494,
wol,Concatenation,1.791065786,
wol,Concatenation,1.788403269,
wol,Concatenation,1.792699574,
wol,Concatenation,1.777430829,
wol,Concatenation,1.793314317,
wol,Concatenation,1.781896103,
wol,Concatenation,1.756303189,
wol,Concatenation,1.791959914,
wol,Concatenation,1.770906224,
wol,Concatenation,1.79827378,
wol,Concatenation,1.810672054,
wol,Concatenation,1.815006809,
wol,Concatenation,1.772182568,
wol,Concatenation,1.801347122,
wol,Concatenation,1.80545394,
wol,Concatenation,1.861628061,
wol,Concatenation,1.723622261,
wol,Concatenation,1.728007295,
wol,Concatenation,1.942519439,
wol,Concatenation,1.80832166,
wol,Concatenation,1.868566924,
wol,Concatenation,1.846866736,
wol,Concatenation,1.749188218,
wol,Concatenation,1.793423143,
wol,Concatenation,1.800668588,
wol,Concatenation,1.84639169,
wol,Concatenation,1.781189592,
wol,Concatenation,1.795696293,
wol,Concatenation,1.837156418,
wol,Concatenation,2.033466851,
wol,Concatenation,1.825028366,
wol,Concatenation,1.842442504,
wol,Concatenation,1.871618274,
wol,Concatenation,1.800151526,
wol,Concatenation,1.801005839,
wol,Concatenation,1.847481167,
wol,Concatenation,1.839472827,
wol,Concatenation,1.821478737,
wol,Concatenation,1.810633863,
wol,Concatenation,1.829475615,
wol,Concatenation,1.859549097,
wol,Concatenation,1.823617516,
wol,Concatenation,1.850900318,
wol,Concatenation,1.749539437,
wol,Concatenation,1.787252642,
wol,Concatenation,1.787968519,
wol,Concatenation,1.816074674,
wol,Concatenation,1.767762652,
wol,Concatenation,1.786292917,
wol,Concatenation,1.882341295,
wol,Concatenation,1.894758437,
wol,Concatenation,1.790644703,
wol,Concatenation,1.802671279,
wol,Concatenation,1.792841777,
wol,Concatenation,1.872702415,
wol,Concatenation,1.896705083,
wol,Concatenation,1.877400728,
wol,Concatenation,1.878730657,
wol,Concatenation,1.871254831,
wol,Concatenation,1.889417721,
wol,Concatenation,1.793526742,
wol,Concatenation,1.816439131,
wol,Concatenation,1.914337846,
wol,Concatenation,1.871513392,
wol,Concatenation,1.822089666,
wol,Concatenation,1.855932077,
wol,Concatenation,1.819733444,
wol,Concatenation,1.442381088,
wol,Concatenation,1.535831675,
wol,Concatenation,1.484342458,
wol,Concatenation,1.495960844,
wol,Concatenation,1.60897571,
wol,Concatenation,1.910474272,
wol,Concatenation,1.798188411,
wol,Concatenation,1.75127042,
wol,Concatenation,1.701314192,
wol,Concatenation,1.73560869,
wol,Concatenation,1.762127716,
wol,Concatenation,1.731038072,
wol,Concatenation,1.705192902,
wol,Concatenation,1.712058006,
wol,Concatenation,1.712384928,
wol,Concatenation,1.706893297,
wol,Concatenation,1.735814007,
wol,Concatenation,1.884054867,
wol,Concatenation,1.782366292,
wol,Concatenation,1.787824035,
wol,Concatenation,1.805106185,
wol,Concatenation,1.717367624,
wol,Concatenation,1.739437492,
wol,Concatenation,1.72852285,
wol,Concatenation,1.733478805,
wol,Concatenation,1.733872731,
wol,Concatenation,1.728984032,
wol,Concatenation,2.088791679,
wol,Concatenation,2.091986223,
wol,Concatenation,2.104313652,
wol,Concatenation,2.087560104,
wol,Concatenation,2.112329284,
wol,Concatenation,2.095676255,
wol,Concatenation,2.095676255,
wol,Concatenation,2.245772482,
wol,Concatenation,2.171403355,
wol,Concatenation,2.162280714,
wol,Concatenation,2.192897607,
wol,Concatenation,2.222730451,
wol,Concatenation,2.172193193,
wol,Concatenation,2.156030894,
wol,Concatenation,2.03394877,
wol,Concatenation,2.038563654,
wol,Concatenation,1.644160935,
wol,Concatenation,1.644786475,
wol,Concatenation,1.583732311,
wol,Concatenation,1.576664475,
wol,Concatenation,1.651886153,
wol,Concatenation,1.655406158,
wol,Concatenation,1.662637685,
wol,Concatenation,1.686527861,
wol,Concatenation,1.734158928,
wol,Concatenation,1.742539975,
wol,Concatenation,1.722531426,
wol,Concatenation,1.732641223,
wol,Concatenation,1.723350111,
wol,Concatenation,1.731947941,
wol,Concatenation,1.780635734,
wol,Concatenation,1.683163086,
wol,Concatenation,1.740335604,
wol,Concatenation,1.726438202,
wol,Concatenation,1.672290871,
wol,Concatenation,1.739781898,
wol,Concatenation,1.804954431,
wol,Concatenation,1.809802812,
wol,Concatenation,1.823937536,
wol,Concatenation,1.909964571,
wol,Concatenation,1.790688684,
wol,Concatenation,1.820934911,
wol,Concatenation,1.836620877,
wol,Concatenation,1.834254961,
wol,Concatenation,1.830605492,
wol,Concatenation,1.886325259,
wol,Concatenation,1.910003714,
wol,Concatenation,1.88571615,
wol,Concatenation,1.88321818,
wol,Concatenation,1.698208392,
wol,Concatenation,1.791437599,
wol,Concatenation,1.743999195,
wol,Concatenation,1.783994148,
wol,Concatenation,1.777952645,
wol,Concatenation,1.811101848,
wol,Concatenation,1.787466861,
wol,Concatenation,1.840687286,
wol,Concatenation,1.843283405,
wol,Concatenation,1.852549511,
wol,Concatenation,1.893110717,
wol,Concatenation,1.876190295,
wol,Concatenation,1.905252601,
wol,Concatenation,1.883237428,
wol,Concatenation,1.799152686,
wol,Concatenation,1.911502196,
wol,Concatenation,1.842345609,
wol,Concatenation,1.934735373,
wol,Concatenation,1.891638635,
wol,Concatenation,1.869191149,
wol,Concatenation,1.852327354,
wol,Concatenation,1.848874605,
wol,Concatenation,1.833069339,
wol,Concatenation,1.879393003,
wol,Concatenation,1.872323725,
wol,Concatenation,1.879141786,
wol,Concatenation,1.809789153,
wol,Concatenation,1.803467276,
wol,Concatenation,1.819016587,
wol,Concatenation,1.835995884,
wol,Concatenation,1.872661389,
wol,Concatenation,1.893366119,
wol,Concatenation,1.985864051,
wol,Concatenation,1.983144371,
wol,Concatenation,1.91486061,
wol,Concatenation,1.923171088,
wol,Concatenation,1.93339951,
wol,Concatenation,1.908990319,
wol,Concatenation,1.947509561,
wol,Concatenation,1.925254796,
wol,Concatenation,1.935237969,
wol,Concatenation,1.876018775,
wol,Concatenation,1.875492438,
wol,Concatenation,1.877869315,
wol,Concatenation,2.013914368,
wol,Concatenation,2.0277582,
wol,Concatenation,1.919395028,
wol,Concatenation,1.906875168,
wol,Concatenation,1.928448498,
wol,Concatenation,1.931028788,
wol,Concatenation,1.922665254,
wol,Concatenation,1.698780129,
wol,Concatenation,1.499793797,
wol,Concatenation,1.47042591,
wol,Concatenation,1.532164409,
wol,Concatenation,1.577344246,
wol,Concatenation,1.557935238,
wol,Concatenation,1.552946031,
wol,Concatenation,1.669746534,
wol,Concatenation,1.632552401,
wol,Concatenation,1.588735271,
wol,Concatenation,1.690968861,
wol,Concatenation,1.69918571,
wol,Concatenation,1.92942038,
wol,Concatenation,1.692510235,
wol,Concatenation,1.5776094,
wol,Concatenation,1.635930332,
wol,Concatenation,1.636419894,
wol,Concatenation,1.638328943,
wol,Concatenation,1.584199909,
wol,Concatenation,1.602676994,
wol,Concatenation,1.598956319,
wol,Concatenation,1.493301619,
wol,Concatenation,1.557291594,
wol,Concatenation,1.494260865,
wol,Concatenation,1.484237778,
wol,Concatenation,1.589629868,
wol,Concatenation,1.529045717,
wol,Concatenation,1.532316744,
wol,Concatenation,1.606156012,
wol,Concatenation,1.599341456,
wol,Concatenation,1.646442814,
wol,Concatenation,1.65062215,
wol,Concatenation,1.638466849,
wol,Concatenation,1.661749207,
wol,Concatenation,1.67723742,
wol,Concatenation,1.66960735,
wol,Concatenation,1.559134217,
wol,Concatenation,1.553241744,
wol,Concatenation,1.5783677,
wol,Concatenation,1.6793354,
wol,Concatenation,1.646093284,
wol,Concatenation,1.719125904,
wol,Concatenation,1.748725516,
wol,Concatenation,1.758469626,
wol,Concatenation,1.730191143,
wol,Concatenation,1.700013684,
wol,Concatenation,1.63814883,
wol,Concatenation,1.638825982,
wol,Concatenation,1.620201345,
wol,Concatenation,1.651042566,
wol,Concatenation,1.607541909,
wol,Concatenation,1.490420515,
wol,Concatenation,1.525422258,
wol,Concatenation,1.523518554,
wol,Concatenation,1.550410093,
wol,Concatenation,1.573154728,
wol,Concatenation,1.581165487,
wol,Concatenation,1.61595428,
wol,Concatenation,1.617644991,
wol,Concatenation,1.618559706,
wol,Concatenation,1.62487394,
wol,Concatenation,1.699545519,
wol,Concatenation,1.642089629,
wol,Concatenation,1.64603843,
wol,Concatenation,1.608142855,
wol,Concatenation,1.677266843,
wol,Concatenation,1.658641422,
wol,Concatenation,1.627092014,
wol,Concatenation,1.676381265,
wol,Concatenation,1.614374814,
wol,Concatenation,1.666252775,
wol,Concatenation,1.633158216,
wol,Concatenation,1.67835359,
wol,Concatenation,1.742707135,
wol,Concatenation,1.657932986,
wol,Concatenation,1.680535435,
wol,Concatenation,1.70367343,
wol,Concatenation,1.772982853,
wol,Concatenation,1.659869876,
wol,Concatenation,1.656444996,
wol,Concatenation,1.684829778,
wol,Concatenation,1.685490347,
wol,Concatenation,1.68955959,
wol,Concatenation,1.772435401,
wol,Concatenation,1.749035306,
wol,Concatenation,1.872845873,
wol,Concatenation,1.732664137,
wol,Concatenation,1.771686236,
wol,Concatenation,1.776162667,
wol,Concatenation,1.758249662,
wol,Concatenation,1.927465841,
