Dataset,Branch Type,l1/l2
wol,terminal,1.378913077
wol,internal,4.048297031
wol,terminal,0.287655897
wol,terminal,0.313298136
wol,internal,3.519123794
wol,terminal,0.16326075
wol,internal,4.299680922
wol,terminal,1.131204365
wol,internal,3.734536113
wol,terminal,0.727739609
wol,internal,3.797343495
wol,internal,4.421565559
wol,terminal,1.226318424
wol,internal,5.192295095
wol,terminal,1.384058062
wol,terminal,1.438127769
wol,internal,5.705724662
wol,terminal,0.656083062
wol,terminal,0.596320104
wol,internal,11.35538391
wol,internal,4.992400825
wol,terminal,0.056828055
wol,terminal,0.197185776
wol,internal,9.271386877
wol,internal,5.471746971
wol,terminal,0.08728183
wol,terminal,0.140029912
wol,internal,3.899181075
wol,terminal,0.034540935
wol,terminal,0.140610178
wol,internal,5.178510872
wol,internal,6.441101781
wol,internal,3.60779077
wol,terminal,1.075822276
wol,terminal,0.90653222
wol,internal,4.370013373
wol,internal,4.51367605
wol,internal,24.45473856
wol,internal,7.351187241
wol,terminal,1.360945536
wol,terminal,3.536961097
wol,internal,3.618927805
wol,terminal,0.221355322
wol,internal,4.291590521
wol,terminal,0.14166628
wol,terminal,0.018548874
wol,internal,4.510079981
wol,internal,8.734506733
wol,terminal,0.057535224
wol,terminal,0.375899046
wol,internal,3.671325196
wol,internal,3.368145104
wol,terminal,0.273235477
wol,internal,3.815511795
wol,internal,2.196073379
wol,internal,5.679340947
wol,terminal,2.208808263
wol,terminal,5.08295009
wol,internal,6.22415005
wol,terminal,2.888118631
wol,terminal,2.169178857
wol,internal,2.039508942
wol,internal,1.480335939
wol,terminal,6.806594112
wol,internal,23.35638581
wol,terminal,5.096678584
wol,internal,3.909660267
wol,terminal,5.925263487
wol,terminal,2.697953454
wol,internal,5.50491576
wol,terminal,2.248521849
wol,internal,15.45652904
wol,terminal,2.007831218
wol,internal,10.39588662
wol,terminal,0.962302275
wol,terminal,1.613142487
wol,internal,9.23515473
wol,internal,6.734509632
wol,internal,4.686597008
wol,terminal,0.213006625
wol,internal,7.649980689
wol,terminal,5.529264807
wol,terminal,6.248408348
wol,internal,0.997282195
wol,terminal,5.901609593
wol,internal,122.7322478
wol,terminal,13.64472853
wol,internal,20.26262902
wol,terminal,54.46754277
wol,terminal,28.23133158
wol,internal,26.95344932
wol,internal,2.742008873
wol,terminal,4.727908753
wol,internal,3.725927568
wol,internal,7.004058083
wol,terminal,2.369091233
wol,terminal,1.728850353
wol,internal,3.211274948
wol,terminal,6.386649351
wol,internal,6.571751765
wol,terminal,7.635290995
wol,terminal,7.204668751
wol,internal,11.83490463
wol,terminal,2.023931078
wol,internal,9.922897275
wol,internal,7.755379917
wol,terminal,1.343473943
wol,terminal,2.257147383
wol,internal,4.741569952
wol,internal,5.509750865
wol,internal,5.213588092
wol,terminal,1.590351234
wol,internal,0.710748564
wol,internal,5.434369846
wol,terminal,1.772715211
wol,internal,4.591811409
wol,terminal,6.566808741
wol,terminal,3.514951328
wol,internal,3.34644794
wol,terminal,0.281252327
wol,internal,6.210888933
wol,terminal,0.399553177
wol,internal,2.833800363
wol,terminal,0.198253825
wol,terminal,0.031996685
wol,internal,2.922198269
wol,terminal,0.949628027
wol,internal,5.2387314
wol,internal,3.991804334
wol,terminal,0.696397411
wol,terminal,0.897407177
wol,internal,4.26825124
wol,terminal,0.989744511
wol,internal,4.793409545
wol,terminal,0.900656143
wol,terminal,0.92470472
wol,internal,5.596314663
wol,internal,2.645414236
wol,terminal,1.344197171
wol,internal,2.124812873
wol,internal,4.699444802
wol,terminal,1.950683258
wol,internal,1.617146807
wol,terminal,122.8903383
wol,terminal,101.2419075
wol,internal,3.225033304
wol,terminal,1.794381748
wol,internal,3.1402185
wol,terminal,1.743901725
wol,internal,3.74153551
wol,terminal,16.08649743
wol,terminal,11.84701542
wol,internal,1.845698151
wol,internal,5.620582533
wol,terminal,0.615573442
wol,internal,4.217253876
wol,internal,5.083863821
wol,internal,16.92384623
wol,terminal,1.752017969
wol,internal,0.690791733
wol,terminal,0.180785824
wol,terminal,0.004127344
wol,internal,4.301993376
wol,terminal,0.405109945
wol,internal,2.644099328
wol,terminal,1.742701447
wol,terminal,0.862069536
wol,internal,4.777041973
wol,internal,2.176215522
wol,terminal,0.067995421
wol,terminal,0.322527899
wol,internal,3.804295959
wol,terminal,1.262085172
wol,internal,3.443032699
wol,internal,4.023794372
wol,terminal,0.824876885
wol,internal,4.225877773
wol,terminal,1.682368466
wol,terminal,1.924522034
wol,internal,1.830859018
wol,terminal,1.210334426
wol,internal,1.384194075
wol,internal,4.074955495
wol,internal,4.044389936
wol,terminal,5.330132583
wol,terminal,6.681577068
wol,internal,5.620862451
wol,terminal,15.32454382
wol,internal,4.426184929
wol,terminal,16.70538297
wol,terminal,5.106902157
wol,internal,3.249922338
wol,internal,3.155906456
wol,terminal,0.155606345
wol,terminal,0.122850061
wol,internal,7.086064116
wol,terminal,1.72147244
wol,terminal,0.814625892
wol,internal,3.670265849
wol,internal,2.467177325
wol,internal,9.362009339
wol,terminal,3.963940476
wol,terminal,6307.358972
wol,internal,12.52793359
wol,terminal,1.278932453
wol,internal,2.176420039
wol,terminal,68.09720412
wol,internal,3.856284465
wol,terminal,1.1686174
wol,internal,2.621981063
wol,internal,4.261631895
wol,terminal,1.621586194
wol,internal,2.913140445
wol,terminal,0.138649382
wol,terminal,1.094653265
wol,internal,2.22903679
wol,terminal,1.536992108
wol,internal,2.403258364
wol,terminal,3.264095828
wol,internal,3.239936384
wol,terminal,1357.656891
wol,terminal,1357.656891
wol,internal,4.405932662
wol,terminal,6.708227997
wol,internal,3.658356828
wol,terminal,0.687808951
wol,internal,3.10200622
wol,internal,2.878928903
wol,terminal,2.848650955
wol,terminal,3.578385334
wol,internal,4.121398749
wol,internal,4.045967666
wol,internal,2.805504604
wol,terminal,6.841234415
wol,terminal,19.91954404
wol,internal,28.24682281
wol,terminal,5.61338659
wol,terminal,3176.26609
wol,internal,33.02773351
wol,internal,3.84748501
wol,terminal,0.339337628
wol,internal,3.848559932
wol,terminal,0.878866801
wol,internal,3.588119569
wol,internal,2.593105938
wol,terminal,1.554219638
wol,internal,3.689636744
wol,terminal,6.915456094
wol,terminal,7.956992607
wol,internal,6.346879212
wol,terminal,2.538977542
wol,internal,0.961318092
wol,terminal,2.454759871
wol,internal,3.043107862
wol,terminal,1.049566761
wol,internal,3.534120157
wol,terminal,0.92653411
wol,terminal,0.212409989
wol,internal,3.102644952
wol,terminal,1.404306668
wol,internal,1.961248393
wol,internal,2.832139575
wol,terminal,0.968837697
wol,terminal,0.554395464
wol,internal,4.443043509
wol,terminal,1.543924083
wol,internal,1.138778657
wol,internal,5.336366051
wol,internal,3.44785086
wol,terminal,0.496708146
wol,terminal,1.201763564
wol,internal,1.549774126
wol,terminal,0.010301244
wol,internal,4.001985485
wol,terminal,1.151503721
wol,internal,4.383188601
wol,terminal,0.230866074
wol,terminal,0.078655284
wol,internal,3.18004126
wol,terminal,0.29854662
wol,internal,3.150720335
wol,internal,6.991209447
wol,terminal,1.07874219
wol,terminal,0.630485038
wol,internal,2.88970721
wol,internal,3.776196914
wol,terminal,2.442966824
wol,terminal,2.038913354
wol,internal,3.568061894
wol,terminal,0.483771144
wol,internal,4.369088901
wol,terminal,1.06365323
wol,internal,3.255658718
wol,terminal,1.600270772
wol,terminal,1.227949469
wol,internal,0.76591288
wol,terminal,11.8464258
wol,terminal,21.05869455
wol,internal,3.32471989
wol,internal,4.419459284
wol,internal,3.290794985
wol,internal,3.471115113
wol,terminal,1.138947215
wol,terminal,0.64142076
wol,internal,3.455702084
wol,terminal,0.375942537
wol,internal,5.160110264
wol,internal,4.79864966
wol,internal,3.196407335
wol,terminal,1.300380388
wol,internal,4.561855898
wol,internal,8.222561346
wol,terminal,0.188366639
wol,terminal,0.06658046
wol,internal,5.974756754
wol,internal,2.060220146
wol,terminal,3.092787947
wol,terminal,2.059033154
wol,internal,0.835795552
wol,terminal,5.234026294
wol,internal,3.505809819
wol,terminal,2.088489603
wol,internal,3.24175355
wol,terminal,20.36851295
wol,terminal,13.43250546
wol,internal,14.71554995
wol,terminal,4.484484393
wol,internal,3.447844456
wol,internal,2.736912241
wol,terminal,0.0026071
wol,terminal,0.918546855
wol,internal,3.664749748
wol,terminal,1.771663665
wol,internal,2.908449772
wol,internal,9.968489863
wol,internal,5.065040753
wol,terminal,1.939858253
wol,terminal,0.103158869
wol,internal,3.999546382
wol,terminal,0.323950909
wol,internal,3.178211677
wol,terminal,3.158252181
wol,terminal,2.369945174
wol,internal,6.642674073
wol,terminal,0.435835476
wol,internal,6.078609761
wol,internal,1.677384687
wol,terminal,0.905999711
wol,terminal,0.881445903
wol,internal,4.123232737
wol,internal,3.84401244
wol,terminal,0.998969979
wol,internal,22.14786452
wol,terminal,0.199436056
wol,terminal,0.200929365
wol,internal,3.842218327
wol,terminal,1.513902581
wol,internal,1.359144518
wol,internal,7.310208986
wol,terminal,0.66537187
wol,terminal,0.390254336
wol,internal,4.774645142
wol,terminal,3.963165051
wol,internal,10.60682975
wol,terminal,0.948356757
wol,internal,3.863818274
wol,terminal,0.046602839
wol,internal,9.266468757
wol,internal,1.431739174
wol,terminal,0.94087639
wol,internal,3.695266526
wol,terminal,0.957673716
wol,terminal,0.424006831
wol,internal,4.727876036
wol,internal,3.894519152
wol,terminal,1.233988233
wol,internal,3.898533706
wol,terminal,1.749048023
wol,internal,1.979735882
wol,terminal,1.8831607
wol,terminal,2.134964749
wol,internal,6.070830435
wol,terminal,0.703014905
wol,internal,3.227994254
wol,terminal,1.632882042
wol,internal,3.654155531
wol,terminal,1.328708167
wol,internal,2.658395696
wol,terminal,0.748802495
wol,internal,6.687841445
wol,terminal,0.211670125
wol,terminal,1.362927253
wol,internal,2.264044407
wol,terminal,1.120469015
wol,internal,1.998343355
wol,internal,2.864077823
wol,terminal,1.2239072
wol,internal,3.216034719
wol,terminal,1.000555785
wol,internal,3.425326119
wol,terminal,0.48355812
wol,terminal,0.505654658
wol,internal,3.674534942
wol,terminal,0.724240593
wol,internal,3.220158199
wol,terminal,0.623070513
wol,terminal,0.446831166
wol,internal,3.714696932
wol,internal,1.848405093
wol,terminal,1.008827165
wol,internal,3.123797198
wol,internal,4.357249553
wol,terminal,1.042113261
wol,terminal,0.966646418
wol,internal,3.067832063
wol,internal,3.326193521
wol,internal,2.609227156
wol,internal,1.894434077
wol,terminal,87.82790374
wol,terminal,87.82790374
wol,internal,1.443198926
wol,terminal,1.28024541
wol,internal,0.365664366
wol,terminal,1.727185884
wol,internal,3.08718638
wol,terminal,1.70355687
wol,terminal,7.826958852
wol,internal,3.106170471
wol,internal,0.212793276
wol,terminal,0.947501226
wol,terminal,1.34516045
wol,internal,0.533735334
wol,terminal,1.899077493
wol,internal,7.231956726
wol,internal,26.59971287
wol,terminal,7.421714263
wol,terminal,41.25450756
wol,internal,64.85509943
wol,terminal,18.39788922
wol,internal,709.0298479
wol,terminal,7.536034634
wol,internal,5.541730086
wol,terminal,4.144975414
wol,internal,4.478465779
wol,internal,1.546896907
wol,terminal,1.130599331
wol,terminal,0.964873171
wol,internal,5.810978636
wol,internal,4.550869335
wol,terminal,3424.127525
wol,terminal,3383.502283
wol,internal,4.421930126
wol,terminal,2.053603716
wol,internal,0.781340121
wol,terminal,0.140924536
wol,internal,9.137285358
wol,terminal,0.091191838
wol,internal,0.350929437
wol,terminal,2.954865781
wol,internal,1.938160054
wol,terminal,2.32144239
wol,terminal,10.05958369
wol,internal,0.005677941
wol,terminal,0.118883405
wol,internal,2.442279741
wol,terminal,0.61285562
wol,internal,8.002726842
wol,terminal,0.378867428
wol,internal,4.127397876
wol,internal,2.054902064
wol,internal,2.688638018
wol,terminal,1.305368296
wol,terminal,0.994441412
wol,internal,3.543439629
wol,terminal,0.85190883
wol,terminal,1.330978983
wol,internal,1.842399103
wol,internal,3.114432748
wol,internal,3.371608633
wol,terminal,1.004777329
wol,terminal,0.310468297
wol,internal,4.929334724
wol,terminal,1.100720529
wol,internal,16.31490753
wol,terminal,0.153029637
wol,internal,5.176235495
wol,terminal,0.525649507
wol,internal,4.371849342
wol,terminal,0.503119572
wol,internal,11.57508944
wol,terminal,0.113690336
wol,internal,6.309281601
wol,terminal,2.123167327
wol,internal,42.49936477
wol,terminal,0.341334545
wol,internal,7.048264769
wol,terminal,0.536015125
wol,terminal,6.959567522
wol,internal,3.654136015
wol,terminal,0.407868485
wol,internal,3.427084042
wol,internal,3.908241983
wol,terminal,0.651674574
wol,internal,2.013198276
wol,terminal,0.907521772
wol,terminal,1.011593684
wol,internal,6.974827352
wol,terminal,1.102126366
wol,internal,2.541416879
wol,internal,6.178706972
wol,internal,4.024666091
wol,terminal,0.150242858
wol,terminal,1.390158385
wol,internal,3.069389048
wol,terminal,0.423087969
wol,internal,2.633028247
wol,terminal,0.714530205
wol,internal,4.694314821
wol,terminal,1.031004408
wol,internal,4.160470783
wol,terminal,0.603434055
wol,terminal,1.177995209
wol,internal,3.110489026
wol,terminal,0.941512359
wol,internal,2.93517912
wol,terminal,0.562119852
wol,internal,6.299540969
wol,internal,6.660762403
wol,internal,2.923116412
wol,terminal,0.1550924
wol,terminal,0.716166512
wol,internal,5.083378729
wol,terminal,1.147897854
wol,internal,4.997316348
wol,terminal,1.638656517
wol,internal,0.943788877
wol,internal,4.904075308
wol,terminal,0.171393144
wol,terminal,0.767485618
wol,internal,1.322645285
wol,internal,0.683230716
wol,terminal,1.254246348
wol,internal,6.241254671
wol,terminal,0.998117277
wol,terminal,2.080115266
wol,internal,2.424717093
wol,internal,2.082474177
wol,terminal,2.072683549
wol,terminal,0.189977811
wol,internal,4.288164213
wol,terminal,0.293670783
wol,internal,5.421369295
wol,terminal,1.796140247
wol,internal,4.06161266
wol,internal,5.978922132
wol,terminal,9.614791937
wol,terminal,10.36377662
wol,internal,14.74898074
wol,terminal,2.954264582
wol,internal,11.07875285
wol,terminal,3.218879204
wol,internal,14.19091952
wol,terminal,2.639390512
wol,internal,6.514103906
wol,terminal,0.448824969
wol,internal,5.843083864
wol,terminal,11.79581327
wol,terminal,11.36359676
wol,internal,5.173883872
wol,internal,3.266888589
wol,internal,0.750593342
wol,terminal,22.37859393
wol,terminal,80.85824396
wol,internal,4.061497338
wol,terminal,1.00029412
wol,internal,3.706555722
wol,terminal,1.068536493
wol,internal,6.270318234
wol,terminal,0.420899812
wol,internal,13.09526815
wol,terminal,1.545074207
wol,internal,0.517941749
wol,terminal,0.806627712
wol,internal,9.078717111
wol,terminal,1.854314714
wol,terminal,1.607405315
wol,internal,0.505530283
wol,internal,17.8227171
wol,terminal,20438.45147
wol,terminal,1290.694487
wol,internal,4.624083213
wol,terminal,0.064968787
wol,internal,0.602139293
wol,internal,53.11268858
wol,terminal,0.561339755
wol,internal,5.520235812
wol,terminal,9.753017494
wol,terminal,5.62080733
wol,internal,3.39776223
wol,terminal,0.259446943
wol,internal,3.51892222
wol,internal,8.675021405
wol,terminal,0.422533739
wol,terminal,0.508916341
wol,internal,3.483201023
wol,terminal,0.519809132
wol,internal,5.249290613
wol,internal,3.054178645
wol,terminal,2.356303838
wol,terminal,3.050126771
wol,internal,8.368769171
wol,terminal,1.154978823
wol,internal,3.591654616
wol,terminal,0.176447769
wol,terminal,0.57707745
wol,internal,9.57420338
wol,internal,6.510841357
wol,terminal,66.67469584
wol,terminal,60347.35588
wol,internal,119.8428395
wol,terminal,70.04465289
wol,internal,3.710045485
wol,terminal,0.255918721
wol,internal,7.014157064
wol,internal,24.62501431
wol,terminal,0.456358134
wol,internal,1.958456549
wol,internal,2.881005942
wol,terminal,0.984081193
wol,terminal,0.985624854
wol,internal,4.443767704
wol,terminal,3.826363911
wol,internal,32.64838919
wol,terminal,0.227959136
wol,terminal,0.411113077
wol,internal,2.970075319
wol,terminal,0.89413832
wol,internal,2.694116505
wol,internal,6.868967421
wol,terminal,0.240767783
wol,terminal,0.346392322
wol,internal,2.193837069
wol,internal,6.974383787
wol,terminal,0.096355694
wol,terminal,0.062569182
wol,internal,7.047815332
wol,terminal,1.616970724
wol,terminal,0.352960443
wol,internal,4.274524399
wol,internal,3.002874546
wol,internal,7.381385217
wol,internal,7.224574567
wol,terminal,0.29342624
wol,terminal,0.128517107
wol,internal,11.2944831
wol,terminal,0.28824557
wol,internal,8.58606821
wol,terminal,0.5554132
wol,terminal,0.14125521
wol,internal,4.808506731
wol,internal,1.458206932
wol,internal,5.272122618
wol,terminal,1.375057712
wol,internal,4.284707104
wol,terminal,2.014201236
wol,terminal,1.847804907
wol,internal,1.778820458
wol,internal,1.32949617
wol,terminal,4.995904405
wol,terminal,4.722154001
wol,internal,2.567796109
wol,terminal,1.749545876
wol,internal,0.995610606
wol,terminal,1.475277698
wol,terminal,1.550533691
wol,internal,4.88574922
wol,internal,2.163449746
wol,internal,4.920883475
wol,terminal,0.426500285
wol,terminal,0.221242806
wol,internal,3.978234293
wol,terminal,10.48965318
wol,terminal,73.47982483
wol,internal,4.090534672
wol,internal,5.383085109
wol,terminal,0.430732636
wol,internal,3.848896148
wol,terminal,0.760154971
wol,internal,4.217485263
wol,terminal,2.206477401
wol,terminal,2.16409948
wol,internal,4.542362013
wol,terminal,0.579694934
wol,internal,4.53099684
wol,internal,5.255666755
wol,terminal,9.688351948
wol,terminal,9.423298831
wol,internal,3.160276362
wol,terminal,1.21553704
wol,internal,1.490378843
wol,internal,4.670121155
wol,terminal,1.250343719
wol,terminal,1.332330458
wol,internal,3.687306745
wol,terminal,0.62082626
wol,terminal,1.027245071
wol,internal,4.124331998
wol,internal,3.818118768
wol,terminal,1.453919941
wol,internal,6.117725382
wol,terminal,2.084501002
wol,internal,0.664039008
wol,internal,4.813009437
wol,internal,8.685979412
wol,internal,10.62436498
wol,terminal,3.411007096
wol,terminal,3.69354717
wol,internal,10.0545689
wol,terminal,9.188413687
wol,internal,18.26904656
wol,terminal,9.299602658
wol,internal,2.674026907
wol,internal,3.67359017
wol,terminal,1.764173478
wol,internal,16.86381404
wol,terminal,1.221115081
wol,terminal,1.929064221
wol,internal,2.928899687
wol,terminal,1.772598902
wol,internal,5.267519656
wol,terminal,70.76136109
wol,internal,4.188382747
wol,terminal,0.752416781
wol,internal,6.219207159
wol,terminal,0.085434668
wol,terminal,0.087992526
wol,internal,3.345024991
wol,internal,5.63984218
wol,terminal,1.362271403
wol,internal,2.818785043
wol,terminal,1.709430989
wol,internal,7.046247727
wol,terminal,5.582320431
wol,terminal,3.626130697
wol,internal,12.43861584
wol,terminal,10.98718602
wol,internal,3.251212485
wol,internal,2.362711346
wol,terminal,2.617884089
wol,internal,5.775926548
wol,internal,2.59819538
wol,terminal,1.731808318
wol,internal,36.1937884
wol,internal,0.997658535
wol,internal,69.74783559
wol,terminal,2.842189319
wol,internal,1.940919462
wol,terminal,1.624708775
wol,terminal,3.556135251
wol,internal,7.601723456
wol,terminal,1.276636626
wol,internal,3.25385165
wol,terminal,5.874588913
wol,internal,6.634595333
wol,terminal,3.431880165
wol,terminal,3.030725772
wol,internal,9.080685867
wol,terminal,1.607936862
wol,internal,7.298778518
wol,internal,2.960757171
wol,terminal,0.225192313
wol,terminal,1.047434033
wol,internal,11.23222332
wol,internal,5.870755242
wol,terminal,1.267583492
wol,terminal,0.998580507
wol,internal,6.071256796
wol,terminal,2.131032618
wol,internal,3.482891776
wol,terminal,0.353655074
wol,terminal,0.015668491
wol,internal,5.166154955
wol,internal,9.094529248
wol,internal,4.490861367
wol,terminal,0.737388616
wol,internal,4.56702975
wol,terminal,0.58902981
wol,terminal,0.487179703
wol,internal,6.139844664
wol,terminal,0.095919752
wol,internal,7.38648584
wol,terminal,0.529082886
wol,terminal,0.318036511
wol,internal,3.97772912
wol,terminal,0.931098616
wol,internal,4.539637388
wol,internal,8.529292468
wol,internal,1.79214722
wol,terminal,2.13668363
wol,terminal,6.710855153
wol,internal,5.086856919
wol,terminal,1.748033873
wol,internal,4.750123558
wol,terminal,0.068258152
wol,internal,3.311196594
wol,terminal,0.209853963
wol,internal,10.12682385
wol,terminal,1.344284428
wol,terminal,1.563319506
wol,internal,5.354604018
wol,internal,8.663718805
wol,internal,7.105953152
wol,terminal,3.056470881
wol,terminal,0.908442419
wol,internal,3.004349195
wol,terminal,0.614495775
wol,internal,3.452012364
wol,terminal,4.253511497
wol,terminal,5.229499565
wol,internal,14.49482977
wol,internal,6.312851389
wol,terminal,1.953489355
wol,terminal,1.992493343
wol,internal,8.812860364
wol,terminal,2.509320432
wol,internal,4.321572262
wol,terminal,3.233454136
wol,internal,8.865913406
wol,internal,5.379626035
wol,terminal,0.331846002
wol,internal,8.306775316
wol,terminal,10.50632229
wol,terminal,32.59107573
wol,internal,4.7366319
wol,terminal,0.771084315
wol,internal,5.769537958
wol,internal,8.215946059
wol,terminal,1.16080315
wol,terminal,0.585538892
wol,internal,4.691005442
wol,terminal,0.542773808
wol,internal,3.835443309
wol,terminal,0.239493941
wol,internal,4.476638908
wol,terminal,1.387832481
wol,terminal,1.437302601
wol,internal,5.232858677
wol,internal,8.472783849
wol,internal,5.170969243
wol,terminal,11.38008947
wol,terminal,2.279178105
wol,internal,3.383305128
wol,terminal,0.402859008
wol,internal,3.751596471
wol,terminal,1.667865392
wol,internal,0.823197908
wol,terminal,1.130804613
wol,terminal,1.608386114
wol,internal,3.662625508
wol,terminal,0.077634442
wol,internal,17.00231974
wol,internal,3.138616438
wol,internal,2.561160136
wol,internal,4.28177448
wol,terminal,3.373964524
wol,terminal,6.727908541
wol,internal,4.366718345
wol,terminal,1.12197703
wol,internal,3.048965589
wol,terminal,0.675825849
wol,terminal,0.040764933
wol,internal,4.449395647
wol,internal,6.579345276
wol,internal,6.745776551
wol,terminal,1.609304269
wol,internal,3.854405798
wol,terminal,1.050637326
wol,terminal,1.088328519
wol,internal,7.331810381
wol,terminal,5.499638776
wol,internal,3.654757726
wol,terminal,1.470107418
wol,terminal,0.910558141
wol,internal,1.346103843
wol,internal,6.268478826
wol,terminal,1.85819951
wol,internal,1.976036572
wol,internal,24.84709145
wol,terminal,1.729879248
wol,internal,3.390748552
wol,terminal,81.04984604
wol,terminal,64.52119704
wol,internal,459.3207546
wol,terminal,3.692719381
wol,internal,4.712313543
wol,terminal,6.240338276
wol,terminal,6.96980062
wol,internal,83.91469692
wol,internal,5.676933915
wol,terminal,46.66005306
wol,terminal,21.84058661
wol,internal,34.81980129
wol,terminal,4.986523456
wol,internal,7.292283107
wol,internal,4.006728208
wol,terminal,1.302346891
wol,internal,1.090903708
wol,terminal,0.150247036
wol,terminal,0.230418087
wol,internal,1.451300863
wol,terminal,0.188554894
wol,internal,3.827818972
wol,terminal,0.74885677
wol,internal,3.511919812
wol,internal,8.756737452
wol,terminal,0.93967418
wol,terminal,1.659020807
wol,internal,3.940109925
wol,internal,3.551662425
wol,terminal,12508.3426
wol,terminal,12.32862435
wol,internal,4.412314118
wol,terminal,0.703724595
wol,internal,3.082360587
wol,terminal,3.665615633
wol,terminal,2.915991488
wol,internal,3.949411282
wol,internal,5.171893722
wol,internal,6.783832416
wol,terminal,1.228049929
wol,terminal,1.731114324
wol,internal,4.829824966
wol,terminal,1.860881562
wol,internal,0.569813946
wol,internal,2.489476651
wol,internal,2.150253334
wol,terminal,0.896217552
wol,terminal,1.457110411
wol,internal,4.851386358
wol,internal,2.176535057
wol,terminal,3.266235113
wol,terminal,2.454930904
wol,internal,7.320513272
wol,terminal,1.431376345
wol,internal,5.125074427
wol,terminal,2.2564503
wol,internal,4.42522503
wol,terminal,2.352577795
wol,terminal,4.461675784
wol,internal,3.968072631
wol,internal,80.1639041
wol,terminal,2.943512168
wol,terminal,37.47085407
wol,internal,4.479380472
wol,internal,2.82067187
wol,terminal,1.672460826
wol,internal,4.2126434
wol,terminal,0.366313279
wol,terminal,0.489979573
wol,internal,7.163730448
wol,internal,2.502004826
wol,terminal,2.725156635
wol,terminal,0.798009841
wol,internal,1.097523864
wol,terminal,0.135612829
wol,internal,1.638989416
wol,terminal,0.69770436
wol,internal,4.764260263
wol,terminal,0.838311215
wol,internal,3.125711163
wol,terminal,4.666865961
wol,terminal,2.825409072
wol,internal,2.756107949
wol,terminal,7.118063364
wol,internal,10.64872853
wol,terminal,0.781009989
wol,terminal,4.120981402
wol,internal,16.45088141
wol,internal,0.720716307
wol,internal,4.250696016
wol,internal,3.810451412
wol,terminal,0.675126436
wol,terminal,0.443509091
wol,internal,4.09921777
wol,internal,6.222785581
wol,terminal,13.85164205
wol,terminal,6.833947115
wol,internal,22.19490392
wol,terminal,3.495142621
wol,internal,2.388955947
wol,terminal,13.63288822
wol,terminal,4.725991516
wol,internal,13.10272604
wol,terminal,6.549537882
wol,internal,10.77771777
wol,internal,3.522779762
wol,terminal,1663.313472
wol,terminal,1663.313472
wol,internal,4.785167347
wol,terminal,0.240740642
wol,internal,4.283914974
wol,internal,6.838648711
wol,terminal,1.06007575
wol,terminal,0.684548623
wol,internal,3.68059801
wol,internal,4.246750814
wol,terminal,0.785837879
wol,terminal,1.09056466
wol,internal,5.556488642
wol,internal,5.594390045
wol,internal,1.480499039
wol,terminal,4.920609433
wol,terminal,4.648650092
wol,internal,3.403208922
wol,internal,3.799350477
wol,terminal,0
wol,terminal,0
wol,internal,0.477030959
wol,terminal,1.160721195
wol,internal,3
wol,terminal,5.029791844
wol,internal,8.796179945
wol,terminal,0.386907065
wol,terminal,232.531146
wol,internal,0.459516589
wol,internal,0.348419916
wol,terminal,3827.284686
wol,internal,3.857125751
wol,terminal,5.563877712
wol,internal,3.336137609
wol,internal,2.550168305
wol,terminal,0.109203508
wol,terminal,0.086722517
wol,internal,6.04779744
wol,terminal,0.903900977
wol,internal,4.99197741
wol,terminal,0.074248456
wol,terminal,0.384715688
wol,internal,3.741652226
wol,internal,4.018495356
wol,internal,2.745934828
wol,terminal,1.115859353
wol,internal,10.04855561
wol,terminal,0.703080518
wol,terminal,1.022704868
wol,internal,5.030588238
wol,terminal,1.383661371
wol,internal,4.532811706
wol,terminal,0.822057375
wol,internal,4.544463553
wol,internal,1.19198061
wol,terminal,25.02225524
wol,terminal,7.064807777
wol,internal,12.86633242
wol,terminal,3.262819761
wol,internal,16.04503907
wol,terminal,19.24142507
wol,terminal,38.13928655
wol,internal,10.27439802
wol,internal,4.392920012
wol,terminal,2.035151228
wol,internal,4.154170619
wol,terminal,0.464425305
wol,internal,5.396898145
wol,terminal,0.360084269
wol,terminal,0.322765515
wol,internal,3.732728424
wol,internal,3.474073892
wol,internal,1.777802303
wol,terminal,2.535726003
wol,terminal,1.300470203
wol,internal,4.983490926
wol,terminal,10.5234584
wol,internal,3.077399456
wol,internal,9.664402043
wol,terminal,1.552591305
wol,terminal,1.463182373
wol,internal,4.598809434
wol,terminal,0.974016749
wol,internal,5.193327792
wol,internal,4.591919761
wol,terminal,0.330819143
wol,terminal,0.235637066
wol,internal,3.453192122
wol,terminal,1.354233594
wol,internal,3.526321797
wol,internal,6.963000213
wol,internal,3.528485373
wol,terminal,1.518624796
wol,terminal,1.018136737
wol,internal,4.215302381
wol,terminal,1.178271495
wol,internal,4.589786138
wol,terminal,1.492270557
wol,internal,1.461375341
wol,internal,1.551868003
wol,terminal,1.539584669
wol,terminal,1.215996105
wol,internal,4.687449641
wol,terminal,0.100154424
wol,internal,3.860960641
wol,terminal,0.011941026
wol,terminal,0.23514254
wol,internal,3.233379638
wol,internal,3.85505342
wol,terminal,1.800996579
wol,internal,5.386006196
wol,terminal,1.319190343
wol,internal,3.084687783
wol,terminal,0.724358757
wol,internal,16.64009782
wol,terminal,1.324093861
wol,internal,2.829618772
wol,terminal,1.997561998
wol,internal,0.719110952
wol,internal,14.82512623
wol,terminal,0.406545359
wol,terminal,0.422231137
wol,internal,3.686985039
